set,set,k,QQ,x_b,t,phi_x,F,sigmaF,Mean F Prediction,Std Dev Prediction,ReH,ReH_pred,ReH_res,ReH_std,ReE,ReE_pred,ReE_res,ReE_std,ReHt,ReHt_pred,ReHt_res,ReHt_std,dvcs,dvcs_pred,dvcs_res,dvcs_std
1,1,5.75,1.82,0.343,-0.172,157.5,0.0460083,0.00255025,0.052958447,0.0012566324,-2.56464,-1.3869532,1.1776867653274534,0.06593294,2.21195,0.20454773,2.0074022669315337,0.08107294,1.39564,-1.6293396,3.0249795757675173,0.14570905,0.0315875,0.020586105,0.0110013949364423,0.0011039558
1,1,5.75,1.82,0.343,-0.172,172.5,0.050616,0.00249,0.05190023,0.0012655687,-2.56464,-1.3869532,1.1776867653274534,0.06593294,2.21195,0.20454773,2.0074022669315337,0.08107294,1.39564,-1.6293396,3.0249795757675173,0.14570905,0.0315875,0.020586105,0.0110013949364423,0.0011039558
1,1,5.75,1.82,0.343,-0.172,187.5,0.0547436,0.0024690961,0.05190023,0.001265569,-2.56464,-1.3869532,1.1776867653274534,0.06593294,2.21195,0.20454773,2.0074022669315337,0.08107294,1.39564,-1.6293396,3.0249795757675173,0.14570905,0.0315875,0.020586105,0.0110013949364423,0.0011039558
1,1,5.75,1.82,0.343,-0.172,202.5,0.0598724,0.0022439169,0.052958447,0.0012566326,-2.56464,-1.3869532,1.1776867653274534,0.06593294,2.21195,0.20454773,2.0074022669315337,0.08107294,1.39564,-1.6293396,3.0249795757675173,0.14570905,0.0315875,0.020586105,0.0110013949364423,0.0011039558
1,1,5.75,1.82,0.343,-0.172,217.5,0.0542466,0.0025090081,0.055114042,0.0012382227,-2.56464,-1.3869532,1.1776867653274534,0.06593294,2.21195,0.20454773,2.0074022669315337,0.08107294,1.39564,-1.6293396,3.0249795757675173,0.14570905,0.0315875,0.020586105,0.0110013949364423,0.0011039558
1,1,5.75,1.82,0.343,-0.172,232.5,0.0555935,0.0022877089,0.058440052,0.0012097746,-2.56464,-1.3869532,1.1776867653274534,0.06593294,2.21195,0.20454773,2.0074022669315337,0.08107294,1.39564,-1.6293396,3.0249795757675173,0.14570905,0.0315875,0.020586105,0.0110013949364423,0.0011039558
1,1,5.75,1.82,0.343,-0.172,247.5,0.0624109,0.0022259524,0.063029125,0.0011720014,-2.56464,-1.3869532,1.1776867653274534,0.06593294,2.21195,0.20454773,2.0074022669315337,0.08107294,1.39564,-1.6293396,3.0249795757675173,0.14570905,0.0315875,0.020586105,0.0110013949364423,0.0011039558
1,1,5.75,1.82,0.343,-0.172,262.5,0.0717532,0.0020830096,0.06896181,0.0011294727,-2.56464,-1.3869532,1.1776867653274534,0.06593294,2.21195,0.20454773,2.0074022669315337,0.08107294,1.39564,-1.6293396,3.0249795757675173,0.14570905,0.0315875,0.020586105,0.0110013949364423,0.0011039558
1,1,5.75,1.82,0.343,-0.172,277.5,0.0695542,0.0019070689,0.0762447,0.0010944689,-2.56464,-1.3869532,1.1776867653274534,0.06593294,2.21195,0.20454773,2.0074022669315337,0.08107294,1.39564,-1.6293396,3.0249795757675173,0.14570905,0.0315875,0.020586105,0.0110013949364423,0.0011039558
1,1,5.75,1.82,0.343,-0.172,292.5,0.0834381,0.0018096516,0.08470641,0.0010891106,-2.56464,-1.3869532,1.1776867653274534,0.06593294,2.21195,0.20454773,2.0074022669315337,0.08107294,1.39564,-1.6293396,3.0249795757675173,0.14570905,0.0315875,0.020586105,0.0110013949364423,0.0011039558
1,1,5.75,1.82,0.343,-0.172,307.5,0.094451,0.0015768841,0.093854114,0.001136834,-2.56464,-1.3869532,1.1776867653274534,0.06593294,2.21195,0.20454773,2.0074022669315337,0.08107294,1.39564,-1.6293396,3.0249795757675173,0.14570905,0.0315875,0.020586105,0.0110013949364423,0.0011039558
1,1,5.75,1.82,0.343,-0.172,322.5,0.101951,0.0015816529,0.10274448,0.0012389343,-2.56464,-1.3869532,1.1776867653274534,0.06593294,2.21195,0.20454773,2.0074022669315337,0.08107294,1.39564,-1.6293396,3.0249795757675173,0.14570905,0.0315875,0.020586105,0.0110013949364423,0.0011039558
1,1,5.75,1.82,0.343,-0.172,337.5,0.114951,0.0017631601,0.11000067,0.0013590676,-2.56464,-1.3869532,1.1776867653274534,0.06593294,2.21195,0.20454773,2.0074022669315337,0.08107294,1.39564,-1.6293396,3.0249795757675173,0.14570905,0.0315875,0.020586105,0.0110013949364423,0.0011039558
1,1,5.75,1.82,0.343,-0.172,352.5,0.112797,0.0017850625,0.11413141,0.0014401352,-2.56464,-1.3869532,1.1776867653274534,0.06593294,2.21195,0.20454773,2.0074022669315337,0.08107294,1.39564,-1.6293396,3.0249795757675173,0.14570905,0.0315875,0.020586105,0.0110013949364423,0.0011039558
2,2,5.75,1.933,0.368,-0.232,7.5,0.0798726,0.0042954916,0.08077185,0.0022024761,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,22.5,0.0752171,0.0041886784,0.07677698,0.0019890456,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,37.5,0.0605232,0.0038738176,0.070111394,0.0016703046,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,52.5,0.0679057,0.0028955161,0.06251004,0.0013847458,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,67.5,0.0522419,0.0034082244,0.05528034,0.0012176484,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,82.5,0.0483993,0.0039025009,0.04907866,0.0011665715,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,97.5,0.0429759,0.0039488656,0.044083975,0.0011791075,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,112.5,0.0403152,0.0040525956,0.04023329,0.0012105762,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,127.5,0.0360796,0.0040360609,0.037381105,0.0012400745,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,142.5,0.0366866,0.0036216324,0.035379685,0.0012615293,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,157.5,0.0364531,0.0034762816,0.03411107,0.0012747372,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,172.5,0.032309,0.0039112516,0.03349629,0.0012809031,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,187.5,0.0316282,0.0037149025,0.03349629,0.001280903,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,202.5,0.0343028,0.0032649796,0.03411107,0.0012747374,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,217.5,0.032196,0.0037527876,0.035379685,0.0012615293,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,232.5,0.0412522,0.0041075281,0.0373811,0.0012400745,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,247.5,0.0377877,0.0040525956,0.04023328,0.0012105762,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,262.5,0.0413854,0.0038912644,0.044083975,0.0011791072,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,277.5,0.050904,0.0041396356,0.04907865,0.0011665715,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,292.5,0.0580061,0.0034916281,0.05528034,0.0012176484,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,307.5,0.0652462,0.0032103556,0.06251004,0.0013847458,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,322.5,0.0764457,0.0038365636,0.07011138,0.0016703046,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,337.5,0.0794835,0.0038700841,0.07677698,0.0019890466,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
2,2,5.75,1.933,0.368,-0.232,352.5,0.0790978,0.0043059844,0.08077185,0.0022024757,-2.48378,-1.5028974,0.980882618217468,0.08516331,2.05692,-0.5279242,2.5848441800308226,0.23603453,1.17942,-0.9324627,2.111882692260742,0.26763773,0.0227145,0.016441057,0.0062734434951543,0.0012179645
3,3,5.75,1.964,0.375,-0.278,7.5,0.0650832,0.0079852096,0.06836291,0.003637446,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,22.5,0.0616327,0.0081812025,0.06420291,0.0030696054,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,37.5,0.0505881,0.0062031376,0.05760929,0.0022582763,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,52.5,0.050622,0.0058049161,0.050572626,0.0015992323,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,67.5,0.0471315,0.007056,0.044305567,0.0013352332,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,82.5,0.0404187,0.00690561,0.039222848,0.0013873874,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,97.5,0.0300196,0.005625,0.035303753,0.0015288269,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,112.5,0.0282131,0.0058308496,0.03237631,0.0016516693,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,127.5,0.0327899,0.0054346384,0.030254547,0.0017363812,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,142.5,0.0309781,0.0053085796,0.028786575,0.0017889575,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,157.5,0.028824,0.0060171049,0.027864028,0.0018185076,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,172.5,0.0274468,0.0057942544,0.02741898,0.0018316504,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,187.5,0.0262358,0.0058813561,0.02741898,0.0018316504,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,202.5,0.027929,0.0060419529,0.027864028,0.0018185072,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,217.5,0.0288885,0.0057851236,0.028786575,0.0017889576,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,232.5,0.0330335,0.0064448784,0.030254547,0.0017363806,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,247.5,0.0301522,0.0050098084,0.032376308,0.0016516693,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,262.5,0.0370182,0.0053319204,0.035303753,0.0015288271,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,277.5,0.0432979,0.0051322896,0.03922284,0.0013873879,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,292.5,0.0518434,0.0057851236,0.044305567,0.0013352332,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,307.5,0.0524636,0.0063186601,0.050572626,0.0015992323,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,322.5,0.0573016,0.00765625,0.05760928,0.0022582756,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,337.5,0.06495,0.0080192025,0.06420291,0.0030696054,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
3,3,5.75,1.964,0.375,-0.278,352.5,0.0689143,0.0109788484,0.06836291,0.0036374456,-2.44312,-2.087993,0.3551270934295654,0.24615167,1.94885,0.5709344,1.3779155851364135,0.9520845,1.04808,-0.6918961,1.739976080970764,0.5316278,0.0196876,0.015375596,0.0043120044601917,0.0015429661
4,4,5.75,1.986,0.379,-0.323,7.5,0.0691994,0.0194825764,0.0610966,0.008313288,-2.40288,-2.0417855,0.3610945214080812,0.507328,1.85115,-1.576697,3.4278469919204717,4.139618,0.934471,-0.5723488,1.5068197734794615,1.7695358,0.0174894,0.013512232,0.0039771676591277,0.0033972585
4,4,5.75,1.986,0.379,-0.323,22.5,0.0554744,0.0139098436,0.056590997,0.0068120984,-2.40288,-2.0417855,0.3610945214080812,0.507328,1.85115,-1.576697,3.4278469919204717,4.139618,0.934471,-0.5723488,1.5068197734794615,1.7695358,0.0174894,0.013512232,0.0039771676591277,0.0033972585
4,4,5.75,1.986,0.379,-0.323,37.5,0.0381581,0.0151314601,0.049833335,0.004818639,-2.40288,-2.0417855,0.3610945214080812,0.507328,1.85115,-1.576697,3.4278469919204717,4.139618,0.934471,-0.5723488,1.5068197734794615,1.7695358,0.0174894,0.013512232,0.0039771676591277,0.0033972585
4,4,5.75,1.986,0.379,-0.323,52.5,0.0498384,0.0115111441,0.043090552,0.0033800327,-2.40288,-2.0417855,0.3610945214080812,0.507328,1.85115,-1.576697,3.4278469919204717,4.139618,0.934471,-0.5723488,1.5068197734794615,1.7695358,0.0174894,0.013512232,0.0039771676591277,0.0033972585
4,4,5.75,1.986,0.379,-0.323,67.5,0.0369224,0.0111049444,0.037448578,0.0029057958,-2.40288,-2.0417855,0.3610945214080812,0.507328,1.85115,-1.576697,3.4278469919204717,4.139618,0.934471,-0.5723488,1.5068197734794615,1.7695358,0.0174894,0.013512232,0.0039771676591277,0.0033972585
4,4,5.75,1.986,0.379,-0.323,82.5,0.0299091,0.0130622041,0.033098195,0.0030201038,-2.40288,-2.0417855,0.3610945214080812,0.507328,1.85115,-1.576697,3.4278469919204717,4.139618,0.934471,-0.5723488,1.5068197734794615,1.7695358,0.0174894,0.013512232,0.0039771676591277,0.0033972585
4,4,5.75,1.986,0.379,-0.323,97.5,0.0285979,0.0110481121,0.029869417,0.0032530301,-2.40288,-2.0417855,0.3610945214080812,0.507328,1.85115,-1.576697,3.4278469919204717,4.139618,0.934471,-0.5723488,1.5068197734794615,1.7695358,0.0174894,0.013512232,0.0039771676591277,0.0033972585
4,4,5.75,1.986,0.379,-0.323,112.5,0.0267153,0.011025,0.027524058,0.0034410001,-2.40288,-2.0417855,0.3610945214080812,0.507328,1.85115,-1.576697,3.4278469919204717,4.139618,0.934471,-0.5723488,1.5068197734794615,1.7695358,0.0174894,0.013512232,0.0039771676591277,0.0033972585
4,4,5.75,1.986,0.379,-0.323,127.5,0.0258366,0.0088585744,0.025858004,0.0035671277,-2.40288,-2.0417855,0.3610945214080812,0.507328,1.85115,-1.576697,3.4278469919204717,4.139618,0.934471,-0.5723488,1.5068197734794615,1.7695358,0.0174894,0.013512232,0.0039771676591277,0.0033972585
4,4,5.75,1.986,0.379,-0.323,142.5,0.0276768,0.0103612041,0.024721526,0.0036461335,-2.40288,-2.0417855,0.3610945214080812,0.507328,1.85115,-1.576697,3.4278469919204717,4.139618,0.934471,-0.5723488,1.5068197734794615,1.7695358,0.0174894,0.013512232,0.0039771676591277,0.0033972585
4,4,5.75,1.986,0.379,-0.323,157.5,0.0286765,0.0139972561,0.02401401,0.003692101,-2.40288,-2.0417855,0.3610945214080812,0.507328,1.85115,-1.576697,3.4278469919204717,4.139618,0.934471,-0.5723488,1.5068197734794615,1.7695358,0.0174894,0.013512232,0.0039771676591277,0.0033972585
4,4,5.75,1.986,0.379,-0.323,172.5,0.0267604,0.0190246849,0.023674542,0.003713326,-2.40288,-2.0417855,0.3610945214080812,0.507328,1.85115,-1.576697,3.4278469919204717,4.139618,0.934471,-0.5723488,1.5068197734794615,1.7695358,0.0174894,0.013512232,0.0039771676591277,0.0033972585
4,4,5.75,1.986,0.379,-0.323,187.5,0.0197522,0.0138674176,0.023674542,0.003713326,-2.40288,-2.0417855,0.3610945214080812,0.507328,1.85115,-1.576697,3.4278469919204717,4.139618,0.934471,-0.5723488,1.5068197734794615,1.7695358,0.0174894,0.013512232,0.0039771676591277,0.0033972585
4,4,5.75,1.986,0.379,-0.323,202.5,0.0240094,0.012544,0.02401401,0.003692101,-2.40288,-2.0417855,0.3610945214080812,0.507328,1.85115,-1.576697,3.4278469919204717,4.139618,0.934471,-0.5723488,1.5068197734794615,1.7695358,0.0174894,0.013512232,0.0039771676591277,0.0033972585
