set,k,QQ,x_b,t,phi_x,F,sigmaF,Mean F Prediction,Std Dev Prediction,ReH_pred,ReH_std,ReE_pred,ReE_std,ReHt_pred,ReHt_std,dvcs_pred,dvcs_std
106,5.75,1.88,0.215,-0.34,22.5,0.0,0.0,2.3930979,0.32166338,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,42.37,0.0,0.0,0.695194,0.063235804,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,52.72,0.4224,0.03608,0.44061065,0.028295876,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,66.9,0.2735,0.04178,0.26709807,0.0094001815,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,82.01,0.19,0.02977,0.1768006,0.006544143,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,97.1,0.1485,0.0221,0.12953906,0.006821888,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,112.18,0.1113,0.0184,0.10320977,0.006437911,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,127.25,0.0847,0.01761,0.08801277,0.0060562436,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,142.32,0.0642,0.01354,0.079175495,0.0060536424,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,157.4,0.0811,0.01652,0.074269995,0.0062934975,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,172.46,0.0739,0.0173,0.0720786,0.0064958776,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,187.54,0.054,0.01163,0.0720786,0.0064958776,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,202.6,0.0572,0.0156,0.074269995,0.0062934975,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,217.68,0.0659,0.01226,0.079175495,0.0060536424,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,232.75,0.0634,0.01383,0.08801277,0.0060562436,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,247.82,0.0911,0.01517,0.10320976,0.006437899,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,262.9,0.1362,0.02048,0.129539,0.0068218783,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,277.99,0.192,0.02032,0.1768004,0.006544134,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,293.1,0.303,0.05001,0.26709792,0.009400201,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,307.28,0.4515,0.04848,0.4406106,0.028295832,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,317.63,0.0,0.0,0.69519395,0.06323577,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,337.5,0.0,0.0,2.3930979,0.32166323,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
106,5.75,1.88,0.215,-0.34,352.5,0.0,0.0,11.402982,1.7285483,7.3220654,7.249992,9.769301,6.8470736,-5.892932,7.310042,0.062822014,0.057731144
107,5.75,1.88,0.215,-0.45,7.5,0.0,0.0,10.599464,3.3012419,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,22.5,0.0,0.0,1.2208725,0.29765356,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,42.22,0.0,0.0,0.3545813,0.034863655,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,51.98,0.2599,0.03049,0.238145,0.0074802125,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,66.87,0.1669,0.01945,0.14968656,0.009606959,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,81.99,0.1014,0.02491,0.10537441,0.010707398,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,97.08,0.0874,0.01118,0.080892704,0.0077202716,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,112.17,0.0575,0.01212,0.066278964,0.004659532,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,127.24,0.0325,0.00707,0.05720823,0.0048341295,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,142.32,0.0395,0.00825,0.05155001,0.0071235164,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,157.4,0.047,0.01117,0.048226718,0.009101351,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,172.46,0.0384,0.0116,0.046685077,0.0101553155,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,187.54,0.0354,0.00818,0.046685077,0.0101553155,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,202.6,0.054,0.01729,0.048226703,0.009101366,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,217.68,0.0415,0.01215,0.05155001,0.007123514,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,232.76,0.0455,0.01068,0.05720823,0.004834135,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,247.83,0.0633,0.02188,0.066278964,0.004659534,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,262.92,0.0747,0.01154,0.080892704,0.0077202604,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,278.01,0.1021,0.01231,0.10537441,0.010707398,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,293.13,0.1669,0.0203,0.14968657,0.009606985,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,308.02,0.2629,0.02933,0.23814458,0.007480151,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,317.78,0.3525,0.05744,0.35458133,0.03486353,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,337.5,0.0,0.0,1.2208674,0.29765242,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
107,5.75,1.88,0.215,-0.45,352.5,0.0,0.0,10.599464,3.3012414,-3.2752934,13.372819,6.077902,15.943345,-5.0349627,7.6773553,0.008212053,0.086848825
108,5.75,1.79,0.244,-0.11,7.44,0.9228,0.10119,0.87773675,0.03693432,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,22.34,0.7688,0.07743,0.8109982,0.03203734,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,37.27,0.6802,0.0659,0.702037,0.025015203,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,52.23,0.5245,0.058,0.5815223,0.019723944,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,67.21,0.4598,0.06364,0.4706905,0.01859339,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,82.21,0.4173,0.07362,0.3785952,0.020485515,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,97.22,0.404,0.0609,0.30653322,0.023099137,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,112.25,0.2445,0.04433,0.25229967,0.025356015,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,127.28,0.2346,0.06425,0.21297304,0.027019808,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,142.33,0.1501,0.0802,0.185803,0.028141197,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,157.39,0.1332,0.10751,0.16878231,0.02882029,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,172.46,0.0,0.0,0.16059038,0.029138664,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,187.54,0.0,0.0,0.16059038,0.029138664,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,202.61,0.0,0.0,0.16878231,0.02882029,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,217.67,0.0,0.0,0.185803,0.028141197,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,232.72,0.0,0.0,0.21297304,0.027019808,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,247.75,0.2823,0.10713,0.25229967,0.025356017,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,262.78,0.2947,0.0632,0.30653322,0.02309914,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,277.79,0.4555,0.05856,0.3785951,0.020485519,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,292.79,0.3275,0.06155,0.4706905,0.018593388,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,307.77,0.5403,0.11269,0.5815222,0.01972394,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,322.73,0.7645,0.08346,0.702037,0.025015203,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,337.66,0.7752,0.10792,0.8109978,0.03203732,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
108,5.75,1.79,0.244,-0.11,352.56,0.9391,0.09977,0.87773675,0.036934316,-2.2743242,3.252009,-2.391589,10.166752,1.1820612,11.110611,-0.003627546,0.038780008
109,5.75,1.79,0.244,-0.15,7.42,1.0445,0.08947,1.0235014,0.03807795,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,22.25,0.8147,0.08027,0.89959836,0.031716436,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,37.15,0.7672,0.06873,0.71953946,0.023087058,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,52.12,0.528,0.05776,0.5477192,0.01623392,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,67.12,0.3724,0.05318,0.4113507,0.012865924,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,82.14,0.2828,0.05686,0.3117621,0.012236928,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,97.17,0.2293,0.04302,0.24169274,0.012676761,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,112.21,0.1818,0.02786,0.19327599,0.013241196,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,127.27,0.2182,0.0575,0.16036767,0.01366519,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,142.32,0.1612,0.04132,0.13877176,0.0139312055,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,157.39,0.1086,0.03168,0.12568955,0.014078486,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,172.46,0.1541,0.05801,0.11952401,0.01414257,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,187.54,0.1199,0.06956,0.119524,0.014142571,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,202.61,0.1411,0.05374,0.12568954,0.014078487,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,217.68,0.1512,0.0304,0.13877176,0.0139312055,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,232.73,0.1274,0.03103,0.16036756,0.013665191,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,247.79,0.1943,0.05107,0.19327599,0.013241197,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,262.83,0.2291,0.03189,0.24169274,0.012676764,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,277.86,0.3598,0.05589,0.31176206,0.012236928,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,292.88,0.3639,0.04849,0.4113507,0.012865926,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,307.88,0.5853,0.05744,0.5477192,0.01623392,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,322.85,0.725,0.06367,0.71953946,0.023087058,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,337.75,0.8891,0.07586,0.89959836,0.03171643,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
109,5.75,1.79,0.244,-0.15,352.58,1.0467,0.10711,1.0235014,0.03807795,-0.078436926,0.6260469,-0.07209886,0.6148441,-0.043950815,0.6734046,0.018681522,0.012465984
110,5.75,1.79,0.244,-0.2,7.52,0.9157,0.09333,0.9773999,0.041910604,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,22.29,0.8046,0.08798,0.802318,0.03210571,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,37.03,0.6066,0.05967,0.58780193,0.020824948,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,52.02,0.4434,0.05161,0.41358566,0.01316427,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,67.04,0.3548,0.04976,0.29399836,0.009940491,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,82.09,0.2085,0.0322,0.2155661,0.009346192,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,97.14,0.1219,0.02397,0.16450924,0.009530827,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,112.19,0.1078,0.01996,0.13109352,0.009764427,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,127.25,0.0996,0.0219,0.10921103,0.009909091,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,142.32,0.1133,0.03087,0.09517965,0.009978769,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,157.39,0.0752,0.01794,0.08682225,0.010006099,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,172.46,0.0729,0.02285,0.0829163,0.010014274,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,187.54,0.0,0.0,0.0829163,0.010014274,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,202.61,0.0993,0.03178,0.086822264,0.0100061,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,217.68,0.133,0.02366,0.09517963,0.009978769,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,232.75,0.0839,0.0223,0.10921103,0.009909091,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,247.81,0.1148,0.03596,0.13109352,0.009764429,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,262.86,0.129,0.02369,0.16450922,0.009530827,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,277.91,0.2297,0.02986,0.21556595,0.009346192,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,292.96,0.2418,0.04595,0.29399833,0.009940487,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,307.98,0.5125,0.07523,0.41358566,0.01316427,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,322.97,0.5915,0.06354,0.58780104,0.020824926,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,337.71,0.7738,0.06622,0.80231714,0.03210568,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
110,5.75,1.79,0.244,-0.2,352.48,0.9827,0.08284,0.9773999,0.041910604,-0.8775692,0.6412575,-0.8646836,0.5978873,-1.038919,0.69701725,0.008848436,0.0103546735
111,5.75,1.79,0.244,-0.26,7.94,0.9687,0.10165,1.0293626,0.05005618,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,22.8,0.7506,0.07989,0.7504057,0.03268412,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,36.9,0.4449,0.04327,0.49576858,0.01779512,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,51.92,0.3577,0.03042,0.3191331,0.009537287,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,66.98,0.2284,0.02474,0.21516705,0.0074565625,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,82.04,0.1546,0.02304,0.15396228,0.007679441,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,97.11,0.1155,0.02119,0.11692647,0.008058619,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,112.17,0.097,0.01604,0.093948565,0.008248739,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,127.24,0.0862,0.02787,0.079463534,0.008303193,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,142.31,0.0511,0.01619,0.07042939,0.008295544,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,157.38,0.0441,0.01951,0.0651446,0.008271739,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,172.46,0.095,0.03328,0.062698886,0.008255129,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,187.54,0.0736,0.03055,0.062698886,0.008255129,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,202.62,0.0792,0.02198,0.0651446,0.008271739,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,217.69,0.0564,0.02281,0.07042937,0.008295543,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,232.76,0.0652,0.02316,0.079463534,0.008303193,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,247.83,0.1025,0.01951,0.093948565,0.00824874,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,262.89,0.1127,0.0205,0.11692648,0.008058619,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,277.96,0.1456,0.02086,0.15396214,0.007679441,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,293.02,0.2293,0.04428,0.21516705,0.0074565625,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,308.08,0.3108,0.03446,0.31913272,0.009537278,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,323.1,0.4629,0.03986,0.4957682,0.017795105,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,337.2,0.7417,0.05613,0.75040656,0.03268416,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
111,5.75,1.79,0.244,-0.26,352.06,1.1343,0.10085,1.0293627,0.050056174,-0.6061469,0.7425012,-0.569192,0.6930287,-0.65221876,0.845188,0.01896224,0.008482024
112,5.75,1.8,0.244,-0.34,9.48,0.0,0.0,1.1436915,0.087310486,-2.7285066,3.076734,-13.455809,19.479342,16.087175,22.9002,0.05043972,0.04470335
112,5.75,1.8,0.244,-0.34,24.21,0.6359,0.0715,0.65270144,0.039683912,-2.7285066,3.076734,-13.455809,19.479342,16.087175,22.9002,0.05043972,0.04470335
112,5.75,1.8,0.244,-0.34,36.86,0.3775,0.03071,0.38388884,0.016114695,-2.7285066,3.076734,-13.455809,19.479342,16.087175,22.9002,0.05043972,0.04470335
112,5.75,1.8,0.244,-0.34,51.81,0.2216,0.02059,0.22130051,0.0073912144,-2.7285066,3.076734,-13.455809,19.479342,16.087175,22.9002,0.05043972,0.04470335
112,5.75,1.8,0.244,-0.34,66.91,0.1277,0.01663,0.14109269,0.0075896103,-2.7285066,3.076734,-13.455809,19.479342,16.087175,22.9002,0.05043972,0.04470335
112,5.75,1.8,0.244,-0.34,82.0,0.0778,0.01294,0.09975463,0.007971724,-2.7285066,3.076734,-13.455809,19.479342,16.087175,22.9002,0.05043972,0.04470335
