#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,F1,F2
100.0,5.0,5.75,1.64,0.214,-0.34,81.97,0.1666,0.02617,0.15706,0.51603,0.74472
100.0,6.0,5.75,1.64,0.214,-0.34,97.06,0.1208,0.01839,0.15221,0.51603,0.74472
100.0,7.0,5.75,1.64,0.214,-0.34,112.15,0.093,0.01337,0.14375,0.51603,0.74472
100.0,8.0,5.75,1.64,0.214,-0.34,127.23,0.0673,0.01514,0.22504,0.51603,0.74472
100.0,9.0,5.75,1.64,0.214,-0.34,142.31,0.0576,0.02086,0.3622,0.51603,0.74472
100.0,10.0,5.75,1.64,0.214,-0.34,157.38,0.0816,0.03457,0.42368,0.51603,0.74472
100.0,11.0,5.75,1.64,0.214,-0.34,172.46,0.0767,0.05237,0.68279,0.51603,0.74472
100.0,13.0,5.75,1.64,0.214,-0.34,202.62,0.0632,0.02076,0.32844,0.51603,0.74472
100.0,14.0,5.75,1.64,0.214,-0.34,217.69,0.0894,0.0267,0.29861,0.51603,0.74472
100.0,15.0,5.75,1.64,0.214,-0.34,232.77,0.0623,0.01949,0.31287,0.51603,0.74472
100.0,16.0,5.75,1.64,0.214,-0.34,247.85,0.078,0.0154,0.19746,0.51603,0.74472
100.0,17.0,5.75,1.64,0.214,-0.34,262.94,0.1055,0.01704,0.16156,0.51603,0.74472
100.0,18.0,5.75,1.64,0.214,-0.34,278.03,0.1572,0.01809,0.11505,0.51603,0.74472
100.0,19.0,5.75,1.64,0.214,-0.34,293.13,0.2614,0.03947,0.151,0.51603,0.74472
100.0,20.0,5.75,1.64,0.214,-0.34,308.26,0.361,0.04113,0.11393,0.51603,0.74472
100.0,21.0,5.75,1.64,0.214,-0.34,322.03,0.5869,0.05134,0.08747,0.51603,0.74472
101.0,2.0,5.75,1.64,0.214,-0.45,38.02,0.397,0.03261,0.08215,0.4413,0.59989
101.0,3.0,5.75,1.64,0.214,-0.45,51.66,0.2142,0.02176,0.10157,0.4413,0.59989
101.0,4.0,5.75,1.64,0.214,-0.45,66.82,0.1572,0.01791,0.11391,0.4413,0.59989
101.0,5.0,5.75,1.64,0.214,-0.45,81.94,0.083,0.01262,0.15204,0.4413,0.59989
101.0,6.0,5.75,1.64,0.214,-0.45,97.04,0.0554,0.00948,0.17114,0.4413,0.59989
101.0,7.0,5.75,1.64,0.214,-0.45,112.13,0.0449,0.00972,0.21645,0.4413,0.59989
101.0,8.0,5.75,1.64,0.214,-0.45,127.22,0.0468,0.01404,0.30004,0.4413,0.59989
101.0,14.0,5.75,1.64,0.214,-0.45,217.7,0.0232,0.01656,0.71385,0.4413,0.59989
101.0,15.0,5.75,1.64,0.214,-0.45,232.78,0.0566,0.02787,0.49241,0.4413,0.59989
101.0,16.0,5.75,1.64,0.214,-0.45,247.87,0.0407,0.00944,0.23198,0.4413,0.59989
101.0,17.0,5.75,1.64,0.214,-0.45,262.96,0.0501,0.01521,0.3035,0.4413,0.59989
101.0,18.0,5.75,1.64,0.214,-0.45,278.06,0.0883,0.01057,0.11969,0.4413,0.59989
101.0,19.0,5.75,1.64,0.214,-0.45,293.18,0.1116,0.01591,0.1426,0.4413,0.59989
101.0,20.0,5.75,1.64,0.214,-0.45,308.34,0.2386,0.02988,0.12524,0.4413,0.59989
101.0,21.0,5.75,1.64,0.214,-0.45,321.98,0.4454,0.04047,0.09086,0.4413,0.59989
102.0,1.0,5.75,1.88,0.215,-0.11,23.16,3.3378,0.46855,0.14038,0.77206,1.28727
102.0,2.0,5.75,1.88,0.215,-0.11,37.96,2.7154,0.34126,0.12567,0.77206,1.28727
102.0,3.0,5.75,1.88,0.215,-0.11,52.73,1.5653,0.17014,0.1087,0.77206,1.28727
102.0,4.0,5.75,1.88,0.215,-0.11,67.28,1.1438,0.11984,0.10478,0.77206,1.28727
102.0,5.0,5.75,1.88,0.215,-0.11,82.17,0.8924,0.1073,0.12024,0.77206,1.28727
102.0,6.0,5.75,1.88,0.215,-0.11,97.2,0.8012,0.11265,0.1406,0.77206,1.28727
102.0,7.0,5.75,1.88,0.215,-0.11,112.25,0.7615,0.15481,0.2033,0.77206,1.28727
102.0,8.0,5.75,1.88,0.215,-0.11,127.3,0.4652,0.08758,0.18826,0.77206,1.28727
102.0,9.0,5.75,1.88,0.215,-0.11,142.35,0.4891,0.07513,0.15361,0.77206,1.28727
102.0,10.0,5.75,1.88,0.215,-0.11,157.41,0.3936,0.06194,0.15737,0.77206,1.28727
102.0,11.0,5.75,1.88,0.215,-0.11,172.47,0.3645,0.07864,0.21575,0.77206,1.28727
102.0,13.0,5.75,1.88,0.215,-0.11,202.59,0.4806,0.05398,0.11232,0.77206,1.28727
102.0,14.0,5.75,1.88,0.215,-0.11,217.65,0.506,0.06344,0.12538,0.77206,1.28727
102.0,15.0,5.75,1.88,0.215,-0.11,232.7,0.5188,0.06293,0.12129,0.77206,1.28727
102.0,16.0,5.75,1.88,0.215,-0.11,247.75,0.5895,0.06204,0.10524,0.77206,1.28727
102.0,17.0,5.75,1.88,0.215,-0.11,262.8,0.821,0.08097,0.09862,0.77206,1.28727
102.0,18.0,5.75,1.88,0.215,-0.11,277.83,0.9854,0.13066,0.1326,0.77206,1.28727
102.0,19.0,5.75,1.88,0.215,-0.11,292.72,1.2637,0.1329,0.10517,0.77206,1.28727
102.0,20.0,5.75,1.88,0.215,-0.11,307.27,1.7853,0.17701,0.09915,0.77206,1.28727
102.0,21.0,5.75,1.88,0.215,-0.11,322.04,2.6943,0.30496,0.11319,0.77206,1.28727
102.0,22.0,5.75,1.88,0.215,-0.11,336.84,3.6628,0.42446,0.11588,0.77206,1.28727
103.0,2.0,5.75,1.88,0.215,-0.15,38.98,2.3386,0.37443,0.16011,0.71236,1.15655
103.0,3.0,5.75,1.88,0.215,-0.15,52.95,1.4945,0.16626,0.11125,0.71236,1.15655
103.0,4.0,5.75,1.88,0.215,-0.15,67.13,0.994,0.09953,0.10013,0.71236,1.15655
103.0,5.0,5.75,1.88,0.215,-0.15,82.11,0.696,0.07662,0.11009,0.71236,1.15655
103.0,6.0,5.75,1.88,0.215,-0.15,97.16,0.4648,0.0469,0.10091,0.71236,1.15655
103.0,7.0,5.75,1.88,0.215,-0.15,112.22,0.438,0.05494,0.12544,0.71236,1.15655
103.0,8.0,5.75,1.88,0.215,-0.15,127.28,0.3178,0.05858,0.18434,0.71236,1.15655
103.0,9.0,5.75,1.88,0.215,-0.15,142.34,0.2737,0.05035,0.18397,0.71236,1.15655
103.0,10.0,5.75,1.88,0.215,-0.15,157.4,0.2863,0.03714,0.12972,0.71236,1.15655
103.0,11.0,5.75,1.88,0.215,-0.15,172.47,0.2677,0.03819,0.14266,0.71236,1.15655
103.0,12.0,5.75,1.88,0.215,-0.15,187.53,0.2752,0.03919,0.14242,0.71236,1.15655
103.0,13.0,5.75,1.88,0.215,-0.15,202.6,0.246,0.03749,0.1524,0.71236,1.15655
103.0,14.0,5.75,1.88,0.215,-0.15,217.66,0.3135,0.04524,0.1443,0.71236,1.15655
103.0,15.0,5.75,1.88,0.215,-0.15,232.72,0.4341,0.07253,0.16708,0.71236,1.15655
103.0,16.0,5.75,1.88,0.215,-0.15,247.78,0.4061,0.05046,0.12426,0.71236,1.15655
103.0,17.0,5.75,1.88,0.215,-0.15,262.84,0.494,0.05159,0.10443,0.71236,1.15655
103.0,18.0,5.75,1.88,0.215,-0.15,277.89,0.6686,0.06548,0.09794,0.71236,1.15655
103.0,19.0,5.75,1.88,0.215,-0.15,292.87,0.998,0.09878,0.09897,0.71236,1.15655
103.0,20.0,5.75,1.88,0.215,-0.15,307.05,1.6037,0.18729,0.11679,0.71236,1.15655
103.0,21.0,5.75,1.88,0.215,-0.15,321.02,1.948,0.24015,0.12328,0.71236,1.15655
104.0,3.0,5.75,1.88,0.215,-0.2,53.14,1.1752,0.11849,0.10082,0.64892,1.01978
104.0,4.0,5.75,1.88,0.215,-0.2,66.99,0.6188,0.08535,0.13793,0.64892,1.01978
104.0,5.0,5.75,1.88,0.215,-0.2,82.06,0.4684,0.06535,0.13952,0.64892,1.01978
104.0,6.0,5.75,1.88,0.215,-0.2,97.14,0.3384,0.0481,0.14214,0.64892,1.01978
104.0,7.0,5.75,1.88,0.215,-0.2,112.2,0.2777,0.03479,0.12529,0.64892,1.01978
104.0,8.0,5.75,1.88,0.215,-0.2,127.27,0.2371,0.04285,0.18073,0.64892,1.01978
104.0,9.0,5.75,1.88,0.215,-0.2,142.33,0.1954,0.02979,0.15244,0.64892,1.01978
104.0,10.0,5.75,1.88,0.215,-0.2,157.4,0.1745,0.02879,0.16496,0.64892,1.01978
104.0,11.0,5.75,1.88,0.215,-0.2,172.47,0.1999,0.03784,0.18929,0.64892,1.01978
104.0,12.0,5.75,1.88,0.215,-0.2,187.53,0.1874,0.04032,0.21515,0.64892,1.01978
104.0,13.0,5.75,1.88,0.215,-0.2,202.6,0.1398,0.02388,0.17084,0.64892,1.01978
104.0,14.0,5.75,1.88,0.215,-0.2,217.67,0.1782,0.03037,0.17043,0.64892,1.01978
104.0,15.0,5.75,1.88,0.215,-0.2,232.73,0.2625,0.04771,0.18174,0.64892,1.01978
104.0,16.0,5.75,1.88,0.215,-0.2,247.8,0.2659,0.04259,0.16016,0.64892,1.01978
104.0,17.0,5.75,1.88,0.215,-0.2,262.86,0.388,0.05552,0.14309,0.64892,1.01978
104.0,18.0,5.75,1.88,0.215,-0.2,277.94,0.5381,0.05714,0.10619,0.64892,1.01978
104.0,19.0,5.75,1.88,0.215,-0.2,293.01,0.6778,0.0832,0.12275,0.64892,1.01978
104.0,20.0,5.75,1.88,0.215,-0.2,306.86,0.9436,0.09684,0.10262,0.64892,1.01978
105.0,3.0,5.75,1.88,0.215,-0.26,53.05,0.7443,0.06266,0.08419,0.58528,0.88573
105.0,4.0,5.75,1.88,0.215,-0.26,66.93,0.4401,0.05458,0.12401,0.58528,0.88573
105.0,5.0,5.75,1.88,0.215,-0.26,82.03,0.3138,0.03312,0.10555,0.58528,0.88573
105.0,6.0,5.75,1.88,0.215,-0.26,97.12,0.2632,0.02895,0.11,0.58528,0.88573
105.0,7.0,5.75,1.88,0.215,-0.26,112.19,0.1565,0.02009,0.12835,0.58528,0.88573
105.0,8.0,5.75,1.88,0.215,-0.26,127.26,0.1554,0.03001,0.19313,0.58528,0.88573
105.0,9.0,5.75,1.88,0.215,-0.26,142.33,0.1348,0.03148,0.23353,0.58528,0.88573
105.0,10.0,5.75,1.88,0.215,-0.26,157.4,0.0947,0.01884,0.19898,0.58528,0.88573
105.0,11.0,5.75,1.88,0.215,-0.26,172.47,0.1333,0.04065,0.30497,0.58528,0.88573
105.0,12.0,5.75,1.88,0.215,-0.26,187.53,0.1023,0.03373,0.32975,0.58528,0.88573
105.0,13.0,5.75,1.88,0.215,-0.26,202.6,0.1361,0.02087,0.15331,0.58528,0.88573
105.0,14.0,5.75,1.88,0.215,-0.26,217.67,0.134,0.03694,0.27568,0.58528,0.88573
105.0,15.0,5.75,1.88,0.215,-0.26,232.74,0.1496,0.03915,0.26172,0.58528,0.88573
105.0,16.0,5.75,1.88,0.215,-0.26,247.81,0.1865,0.02838,0.15218,0.58528,0.88573
105.0,17.0,5.75,1.88,0.215,-0.26,262.88,0.2104,0.02794,0.13279,0.58528,0.88573
105.0,18.0,5.75,1.88,0.215,-0.26,277.97,0.3472,0.04697,0.13528,0.58528,0.88573
105.0,19.0,5.75,1.88,0.215,-0.26,293.07,0.4599,0.05584,0.12142,0.58528,0.88573
105.0,20.0,5.75,1.88,0.215,-0.26,306.95,0.7515,0.06399,0.08515,0.58528,0.88573
106.0,3.0,5.75,1.88,0.215,-0.34,52.72,0.4224,0.03608,0.08543,0.51603,0.74472
106.0,4.0,5.75,1.88,0.215,-0.34,66.9,0.2735,0.04178,0.15275,0.51603,0.74472
106.0,5.0,5.75,1.88,0.215,-0.34,82.01,0.19,0.02977,0.15667,0.51603,0.74472
106.0,6.0,5.75,1.88,0.215,-0.34,97.1,0.1485,0.0221,0.14882,0.51603,0.74472
106.0,7.0,5.75,1.88,0.215,-0.34,112.18,0.1113,0.0184,0.1653,0.51603,0.74472
106.0,8.0,5.75,1.88,0.215,-0.34,127.25,0.0847,0.01761,0.20792,0.51603,0.74472
106.0,9.0,5.75,1.88,0.215,-0.34,142.32,0.0642,0.01354,0.21086,0.51603,0.74472
106.0,10.0,5.75,1.88,0.215,-0.34,157.4,0.0811,0.01652,0.20375,0.51603,0.74472
106.0,11.0,5.75,1.88,0.215,-0.34,172.46,0.0739,0.0173,0.2341,0.51603,0.74472
106.0,12.0,5.75,1.88,0.215,-0.34,187.54,0.054,0.01163,0.21533,0.51603,0.74472
106.0,13.0,5.75,1.88,0.215,-0.34,202.6,0.0572,0.0156,0.27278,0.51603,0.74472
106.0,14.0,5.75,1.88,0.215,-0.34,217.68,0.0659,0.01226,0.18606,0.51603,0.74472
106.0,15.0,5.75,1.88,0.215,-0.34,232.75,0.0634,0.01383,0.21813,0.51603,0.74472
106.0,16.0,5.75,1.88,0.215,-0.34,247.82,0.0911,0.01517,0.16654,0.51603,0.74472
106.0,17.0,5.75,1.88,0.215,-0.34,262.9,0.1362,0.02048,0.15036,0.51603,0.74472
106.0,18.0,5.75,1.88,0.215,-0.34,277.99,0.192,0.02032,0.10584,0.51603,0.74472
106.0,19.0,5.75,1.88,0.215,-0.34,293.1,0.303,0.05001,0.16506,0.51603,0.74472
106.0,20.0,5.75,1.88,0.215,-0.34,307.28,0.4515,0.04848,0.10738,0.51603,0.74472
107.0,3.0,5.75,1.88,0.215,-0.45,51.98,0.2599,0.03049,0.11731,0.4413,0.59989
107.0,4.0,5.75,1.88,0.215,-0.45,66.87,0.1669,0.01945,0.11652,0.4413,0.59989
107.0,5.0,5.75,1.88,0.215,-0.45,81.99,0.1014,0.02491,0.24566,0.4413,0.59989
107.0,6.0,5.75,1.88,0.215,-0.45,97.08,0.0874,0.01118,0.12795,0.4413,0.59989
107.0,7.0,5.75,1.88,0.215,-0.45,112.17,0.0575,0.01212,0.21087,0.4413,0.59989
107.0,8.0,5.75,1.88,0.215,-0.45,127.24,0.0325,0.00707,0.21757,0.4413,0.59989
107.0,9.0,5.75,1.88,0.215,-0.45,142.32,0.0395,0.00825,0.20884,0.4413,0.59989
107.0,10.0,5.75,1.88,0.215,-0.45,157.4,0.047,0.01117,0.23758,0.4413,0.59989
107.0,11.0,5.75,1.88,0.215,-0.45,172.46,0.0384,0.0116,0.30213,0.4413,0.59989
107.0,12.0,5.75,1.88,0.215,-0.45,187.54,0.0354,0.00818,0.23119,0.4413,0.59989
107.0,13.0,5.75,1.88,0.215,-0.45,202.6,0.054,0.01729,0.32016,0.4413,0.59989
107.0,14.0,5.75,1.88,0.215,-0.45,217.68,0.0415,0.01215,0.29275,0.4413,0.59989
107.0,15.0,5.75,1.88,0.215,-0.45,232.76,0.0455,0.01068,0.23479,0.4413,0.59989
107.0,16.0,5.75,1.88,0.215,-0.45,247.83,0.0633,0.02188,0.34569,0.4413,0.59989
107.0,17.0,5.75,1.88,0.215,-0.45,262.92,0.0747,0.01154,0.15444,0.4413,0.59989
107.0,18.0,5.75,1.88,0.215,-0.45,278.01,0.1021,0.01231,0.12053,0.4413,0.59989
107.0,19.0,5.75,1.88,0.215,-0.45,293.13,0.1669,0.0203,0.1216,0.4413,0.59989
107.0,20.0,5.75,1.88,0.215,-0.45,308.02,0.2629,0.02933,0.11156,0.4413,0.59989
107.0,21.0,5.75,1.88,0.215,-0.45,317.78,0.3525,0.05744,0.16296,0.4413,0.59989
108.0,0.0,5.75,1.79,0.244,-0.11,7.44,0.9228,0.10119,0.10966,0.77206,1.28727
108.0,1.0,5.75,1.79,0.244,-0.11,22.34,0.7688,0.07743,0.10072,0.77206,1.28727
108.0,2.0,5.75,1.79,0.244,-0.11,37.27,0.6802,0.0659,0.09689,0.77206,1.28727
108.0,3.0,5.75,1.79,0.244,-0.11,52.23,0.5245,0.058,0.11059,0.77206,1.28727
108.0,4.0,5.75,1.79,0.244,-0.11,67.21,0.4598,0.06364,0.13841,0.77206,1.28727
108.0,5.0,5.75,1.79,0.244,-0.11,82.21,0.4173,0.07362,0.17642,0.77206,1.28727
108.0,6.0,5.75,1.79,0.244,-0.11,97.22,0.404,0.0609,0.15074,0.77206,1.28727
108.0,7.0,5.75,1.79,0.244,-0.11,112.25,0.2445,0.04433,0.18131,0.77206,1.28727
108.0,8.0,5.75,1.79,0.244,-0.11,127.28,0.2346,0.06425,0.27388,0.77206,1.28727
108.0,9.0,5.75,1.79,0.244,-0.11,142.33,0.1501,0.0802,0.53431,0.77206,1.28727
108.0,10.0,5.75,1.79,0.244,-0.11,157.39,0.1332,0.10751,0.80713,0.77206,1.28727
108.0,16.0,5.75,1.79,0.244,-0.11,247.75,0.2823,0.10713,0.37948,0.77206,1.28727
108.0,17.0,5.75,1.79,0.244,-0.11,262.78,0.2947,0.0632,0.21445,0.77206,1.28727
108.0,18.0,5.75,1.79,0.244,-0.11,277.79,0.4555,0.05856,0.12857,0.77206,1.28727
108.0,19.0,5.75,1.79,0.244,-0.11,292.79,0.3275,0.06155,0.18793,0.77206,1.28727
108.0,20.0,5.75,1.79,0.244,-0.11,307.77,0.5403,0.11269,0.20856,0.77206,1.28727
108.0,21.0,5.75,1.79,0.244,-0.11,322.73,0.7645,0.08346,0.10917,0.77206,1.28727
108.0,22.0,5.75,1.79,0.244,-0.11,337.66,0.7752,0.10792,0.13922,0.77206,1.28727
108.0,23.0,5.75,1.79,0.244,-0.11,352.56,0.9391,0.09977,0.10625,0.77206,1.28727
109.0,0.0,5.75,1.79,0.244,-0.15,7.42,1.0445,0.08947,0.08566,0.71236,1.15655
109.0,1.0,5.75,1.79,0.244,-0.15,22.25,0.8147,0.08027,0.09853,0.71236,1.15655
109.0,2.0,5.75,1.79,0.244,-0.15,37.15,0.7672,0.06873,0.08958,0.71236,1.15655
109.0,3.0,5.75,1.79,0.244,-0.15,52.12,0.528,0.05776,0.10938,0.71236,1.15655
109.0,4.0,5.75,1.79,0.244,-0.15,67.12,0.3724,0.05318,0.14279,0.71236,1.15655
109.0,5.0,5.75,1.79,0.244,-0.15,82.14,0.2828,0.05686,0.20108,0.71236,1.15655
109.0,6.0,5.75,1.79,0.244,-0.15,97.17,0.2293,0.04302,0.18762,0.71236,1.15655
109.0,7.0,5.75,1.79,0.244,-0.15,112.21,0.1818,0.02786,0.15326,0.71236,1.15655
109.0,8.0,5.75,1.79,0.244,-0.15,127.27,0.2182,0.0575,0.2635,0.71236,1.15655
109.0,9.0,5.75,1.79,0.244,-0.15,142.32,0.1612,0.04132,0.25633,0.71236,1.15655
109.0,10.0,5.75,1.79,0.244,-0.15,157.39,0.1086,0.03168,0.29171,0.71236,1.15655
109.0,11.0,5.75,1.79,0.244,-0.15,172.46,0.1541,0.05801,0.37647,0.71236,1.15655
109.0,12.0,5.75,1.79,0.244,-0.15,187.54,0.1199,0.06956,0.58016,0.71236,1.15655
109.0,13.0,5.75,1.79,0.244,-0.15,202.61,0.1411,0.05374,0.38088,0.71236,1.15655
109.0,14.0,5.75,1.79,0.244,-0.15,217.68,0.1512,0.0304,0.20105,0.71236,1.15655
109.0,15.0,5.75,1.79,0.244,-0.15,232.73,0.1274,0.03103,0.24358,0.71236,1.15655
109.0,16.0,5.75,1.79,0.244,-0.15,247.79,0.1943,0.05107,0.26285,0.71236,1.15655
109.0,17.0,5.75,1.79,0.244,-0.15,262.83,0.2291,0.03189,0.1392,0.71236,1.15655
109.0,18.0,5.75,1.79,0.244,-0.15,277.86,0.3598,0.05589,0.15534,0.71236,1.15655
109.0,19.0,5.75,1.79,0.244,-0.15,292.88,0.3639,0.04849,0.13326,0.71236,1.15655
109.0,20.0,5.75,1.79,0.244,-0.15,307.88,0.5853,0.05744,0.09813,0.71236,1.15655
109.0,21.0,5.75,1.79,0.244,-0.15,322.85,0.725,0.06367,0.08782,0.71236,1.15655
109.0,22.0,5.75,1.79,0.244,-0.15,337.75,0.8891,0.07586,0.08532,0.71236,1.15655
109.0,23.0,5.75,1.79,0.244,-0.15,352.58,1.0467,0.10711,0.10234,0.71236,1.15655
110.0,0.0,5.75,1.79,0.244,-0.2,7.52,0.9157,0.09333,0.10192,0.64892,1.01978
110.0,1.0,5.75,1.79,0.244,-0.2,22.29,0.8046,0.08798,0.10935,0.64892,1.01978
110.0,2.0,5.75,1.79,0.244,-0.2,37.03,0.6066,0.05967,0.09837,0.64892,1.01978
110.0,3.0,5.75,1.79,0.244,-0.2,52.02,0.4434,0.05161,0.1164,0.64892,1.01978
110.0,4.0,5.75,1.79,0.244,-0.2,67.04,0.3548,0.04976,0.14026,0.64892,1.01978
110.0,5.0,5.75,1.79,0.244,-0.2,82.09,0.2085,0.0322,0.15446,0.64892,1.01978
110.0,6.0,5.75,1.79,0.244,-0.2,97.14,0.1219,0.02397,0.19665,0.64892,1.01978
110.0,7.0,5.75,1.79,0.244,-0.2,112.19,0.1078,0.01996,0.1852,0.64892,1.01978
110.0,8.0,5.75,1.79,0.244,-0.2,127.25,0.0996,0.0219,0.21984,0.64892,1.01978
110.0,9.0,5.75,1.79,0.244,-0.2,142.32,0.1133,0.03087,0.27246,0.64892,1.01978
110.0,10.0,5.75,1.79,0.244,-0.2,157.39,0.0752,0.01794,0.2386,0.64892,1.01978
110.0,11.0,5.75,1.79,0.244,-0.2,172.46,0.0729,0.02285,0.31348,0.64892,1.01978
110.0,13.0,5.75,1.79,0.244,-0.2,202.61,0.0993,0.03178,0.32008,0.64892,1.01978
110.0,14.0,5.75,1.79,0.244,-0.2,217.68,0.133,0.02366,0.17792,0.64892,1.01978
110.0,15.0,5.75,1.79,0.244,-0.2,232.75,0.0839,0.0223,0.26584,0.64892,1.01978
110.0,16.0,5.75,1.79,0.244,-0.2,247.81,0.1148,0.03596,0.31322,0.64892,1.01978
110.0,17.0,5.75,1.79,0.244,-0.2,262.86,0.129,0.02369,0.18363,0.64892,1.01978
110.0,18.0,5.75,1.79,0.244,-0.2,277.91,0.2297,0.02986,0.13,0.64892,1.01978
110.0,19.0,5.75,1.79,0.244,-0.2,292.96,0.2418,0.04595,0.19003,0.64892,1.01978
110.0,20.0,5.75,1.79,0.244,-0.2,307.98,0.5125,0.07523,0.14678,0.64892,1.01978
110.0,21.0,5.75,1.79,0.244,-0.2,322.97,0.5915,0.06354,0.10743,0.64892,1.01978
110.0,22.0,5.75,1.79,0.244,-0.2,337.71,0.7738,0.06622,0.08558,0.64892,1.01978
110.0,23.0,5.75,1.79,0.244,-0.2,352.48,0.9827,0.08284,0.0843,0.64892,1.01978
111.0,0.0,5.75,1.79,0.244,-0.26,7.94,0.9687,0.10165,0.10494,0.58528,0.88573
111.0,1.0,5.75,1.79,0.244,-0.26,22.8,0.7506,0.07989,0.10644,0.58528,0.88573
111.0,2.0,5.75,1.79,0.244,-0.26,36.9,0.4449,0.04327,0.09725,0.58528,0.88573
111.0,3.0,5.75,1.79,0.244,-0.26,51.92,0.3577,0.03042,0.08504,0.58528,0.88573
111.0,4.0,5.75,1.79,0.244,-0.26,66.98,0.2284,0.02474,0.10833,0.58528,0.88573
111.0,5.0,5.75,1.79,0.244,-0.26,82.04,0.1546,0.02304,0.14904,0.58528,0.88573
111.0,6.0,5.75,1.79,0.244,-0.26,97.11,0.1155,0.02119,0.1835,0.58528,0.88573
111.0,7.0,5.75,1.79,0.244,-0.26,112.17,0.097,0.01604,0.16538,0.58528,0.88573
111.0,8.0,5.75,1.79,0.244,-0.26,127.24,0.0862,0.02787,0.32337,0.58528,0.88573
111.0,9.0,5.75,1.79,0.244,-0.26,142.31,0.0511,0.01619,0.31681,0.58528,0.88573
111.0,10.0,5.75,1.79,0.244,-0.26,157.38,0.0441,0.01951,0.44248,0.58528,0.88573
111.0,11.0,5.75,1.79,0.244,-0.26,172.46,0.095,0.03328,0.35036,0.58528,0.88573
111.0,12.0,5.75,1.79,0.244,-0.26,187.54,0.0736,0.03055,0.41507,0.58528,0.88573
111.0,13.0,5.75,1.79,0.244,-0.26,202.62,0.0792,0.02198,0.27756,0.58528,0.88573
111.0,14.0,5.75,1.79,0.244,-0.26,217.69,0.0564,0.02281,0.4044,0.58528,0.88573
111.0,15.0,5.75,1.79,0.244,-0.26,232.76,0.0652,0.02316,0.35526,0.58528,0.88573
111.0,16.0,5.75,1.79,0.244,-0.26,247.83,0.1025,0.01951,0.19031,0.58528,0.88573
111.0,17.0,5.75,1.79,0.244,-0.26,262.89,0.1127,0.0205,0.1819,0.58528,0.88573
111.0,18.0,5.75,1.79,0.244,-0.26,277.96,0.1456,0.02086,0.14327,0.58528,0.88573
111.0,19.0,5.75,1.79,0.244,-0.26,293.02,0.2293,0.04428,0.19312,0.58528,0.88573
111.0,20.0,5.75,1.79,0.244,-0.26,308.08,0.3108,0.03446,0.11087,0.58528,0.88573
111.0,21.0,5.75,1.79,0.244,-0.26,323.1,0.4629,0.03986,0.08612,0.58528,0.88573
111.0,22.0,5.75,1.79,0.244,-0.26,337.2,0.7417,0.05613,0.07568,0.58528,0.88573
111.0,23.0,5.75,1.79,0.244,-0.26,352.06,1.1343,0.10085,0.08891,0.58528,0.88573
112.0,1.0,5.75,1.8,0.244,-0.34,24.21,0.6359,0.0715,0.11244,0.51603,0.74472
112.0,2.0,5.75,1.8,0.244,-0.34,36.86,0.3775,0.03071,0.08134,0.51603,0.74472
112.0,3.0,5.75,1.8,0.244,-0.34,51.81,0.2216,0.02059,0.09292,0.51603,0.74472
112.0,4.0,5.75,1.8,0.244,-0.34,66.91,0.1277,0.01663,0.13025,0.51603,0.74472
112.0,5.0,5.75,1.8,0.244,-0.34,82.0,0.0778,0.01294,0.16629,0.51603,0.74472
112.0,6.0,5.75,1.8,0.244,-0.34,97.08,0.0699,0.01096,0.15678,0.51603,0.74472
112.0,7.0,5.75,1.8,0.244,-0.34,112.15,0.0516,0.0106,0.20543,0.51603,0.74472
112.0,8.0,5.75,1.8,0.244,-0.34,127.23,0.0551,0.01989,0.361,0.51603,0.74472
112.0,10.0,5.75,1.8,0.244,-0.34,157.38,0.0316,0.01975,0.62508,0.51603,0.74472
112.0,13.0,5.75,1.8,0.244,-0.34,202.62,0.0564,0.0342,0.60634,0.51603,0.74472
112.0,14.0,5.75,1.8,0.244,-0.34,217.69,0.1114,0.05955,0.53453,0.51603,0.74472
112.0,15.0,5.75,1.8,0.244,-0.34,232.77,0.0517,0.02101,0.40632,0.51603,0.74472
112.0,16.0,5.75,1.8,0.244,-0.34,247.85,0.0663,0.02052,0.30957,0.51603,0.74472
112.0,17.0,5.75,1.8,0.244,-0.34,262.92,0.0895,0.01394,0.1558,0.51603,0.74472
112.0,18.0,5.75,1.8,0.244,-0.34,278.0,0.0878,0.01439,0.16393,0.51603,0.74472
112.0,19.0,5.75,1.8,0.244,-0.34,293.09,0.1615,0.0251,0.1554,0.51603,0.74472
112.0,20.0,5.75,1.8,0.244,-0.34,308.19,0.2246,0.0311,0.13847,0.51603,0.74472
112.0,21.0,5.75,1.8,0.244,-0.34,323.14,0.3849,0.03988,0.10362,0.51603,0.74472
112.0,22.0,5.75,1.8,0.244,-0.34,335.79,0.6702,0.05384,0.08034,0.51603,0.74472
113.0,2.0,5.75,1.8,0.244,-0.45,36.83,0.2675,0.02277,0.08512,0.4413,0.59989
113.0,3.0,5.75,1.8,0.244,-0.45,51.71,0.1461,0.01315,0.09001,0.4413,0.59989
113.0,4.0,5.75,1.8,0.244,-0.45,66.84,0.082,0.0109,0.13298,0.4413,0.59989
113.0,5.0,5.75,1.8,0.244,-0.45,81.95,0.0556,0.00972,0.17482,0.4413,0.59989
113.0,6.0,5.75,1.8,0.244,-0.45,97.05,0.0483,0.01439,0.29791,0.4413,0.59989
