,k,QQ,x_b,t,phi_x,F,ReH,ReE,ReHt,dvcs
0,2.5,1.0,0.24,-1.0,0.0,0.12250315397977829,-0.5134820342063904,-0.2834695875644684,-0.2227635383605957,0.05909454822540283
1,2.5,1.0,0.24,-1.0,15.0,0.11889567971229553,-0.5134820342063904,-0.2834695875644684,-0.2227635383605957,0.05909454822540283
2,2.5,1.0,0.24,-1.0,30.0,0.1099843829870224,-0.5134820342063904,-0.2834695875644684,-0.2227635383605957,0.05909454822540283
3,2.5,1.0,0.24,-1.0,45.0,0.09954369068145752,-0.5134820342063904,-0.2834695875644684,-0.2227635383605957,0.05909454822540283
4,2.5,1.0,0.24,-1.0,60.0,0.09028597176074982,-0.5134820342063904,-0.2834695875644684,-0.2227635383605957,0.05909454822540283
5,2.5,1.0,0.24,-1.0,75.0,0.08314342051744461,-0.5134820342063904,-0.2834695875644684,-0.2227635383605957,0.05909454822540283
6,2.5,1.0,0.24,-1.0,90.0,0.07800087332725525,-0.5134820342063904,-0.2834695875644684,-0.2227635383605957,0.05909454822540283
7,2.5,1.0,0.24,-1.0,105.0,0.07441900670528412,-0.5134820342063904,-0.2834695875644684,-0.2227635383605957,0.05909454822540283
8,2.5,1.0,0.24,-1.0,120.0,0.07197147607803345,-0.5134820342063904,-0.2834695875644684,-0.2227635383605957,0.05909454822540283
9,2.5,1.0,0.24,-1.0,135.0,0.07033737003803253,-0.5134820342063904,-0.2834695875644684,-0.2227635383605957,0.05909454822540283
10,2.5,1.0,0.24,-1.0,150.0,0.0693003237247467,-0.5134820342063904,-0.2834695875644684,-0.2227635383605957,0.05909454822540283
11,2.5,1.0,0.24,-1.0,165.0,0.0687260776758194,-0.5134820342063904,-0.2834695875644684,-0.2227635383605957,0.05909454822540283
12,2.5,1.0,0.24,-1.0,180.0,0.06854225695133209,-0.5134820342063904,-0.2834695875644684,-0.2227635383605957,0.05909454822540283
13,2.5,1.0,0.24,-0.92,0.0,0.1443672776222229,-0.5033615231513977,-0.2793459892272949,-0.2192489206790924,0.058263786137104034
14,2.5,1.0,0.24,-0.92,15.0,0.139347106218338,-0.5033615231513977,-0.2793459892272949,-0.2192489206790924,0.058263786137104034
15,2.5,1.0,0.24,-0.92,30.0,0.12698262929916382,-0.5033615231513977,-0.2793459892272949,-0.2192489206790924,0.058263786137104034
16,2.5,1.0,0.24,-0.92,45.0,0.11256776750087738,-0.5033615231513977,-0.2793459892272949,-0.2192489206790924,0.058263786137104034
17,2.5,1.0,0.24,-0.92,60.0,0.09986120462417603,-0.5033615231513977,-0.2793459892272949,-0.2192489206790924,0.058263786137104034
18,2.5,1.0,0.24,-0.92,75.0,0.09011704474687576,-0.5033615231513977,-0.2793459892272949,-0.2192489206790924,0.058263786137104034
19,2.5,1.0,0.24,-0.92,90.0,0.0831422358751297,-0.5033615231513977,-0.2793459892272949,-0.2192489206790924,0.058263786137104034
20,2.5,1.0,0.24,-0.92,105.0,0.07831016182899475,-0.5033615231513977,-0.2793459892272949,-0.2192489206790924,0.058263786137104034
21,2.5,1.0,0.24,-0.92,120.0,0.07502389699220657,-0.5033615231513977,-0.2793459892272949,-0.2192489206790924,0.058263786137104034
22,2.5,1.0,0.24,-0.92,135.0,0.07283839583396912,-0.5033615231513977,-0.2793459892272949,-0.2192489206790924,0.058263786137104034
23,2.5,1.0,0.24,-0.92,150.0,0.07145559787750244,-0.5033615231513977,-0.2793459892272949,-0.2192489206790924,0.058263786137104034
24,2.5,1.0,0.24,-0.92,165.0,0.07069144397974014,-0.5033615231513977,-0.2793459892272949,-0.2192489206790924,0.058263786137104034
25,2.5,1.0,0.24,-0.92,180.0,0.07044708728790283,-0.5033615231513977,-0.2793459892272949,-0.2192489206790924,0.058263786137104034
26,2.5,1.0,0.24,-0.84,0.0,0.1778864860534668,-0.4932032525539398,-0.2752056419849396,-0.2157222330570221,0.05742897093296051
27,2.5,1.0,0.24,-0.84,15.0,0.17060627043247223,-0.4932032525539398,-0.2752056419849396,-0.2157222330570221,0.05742897093296051
28,2.5,1.0,0.24,-0.84,30.0,0.15278735756874084,-0.4932032525539398,-0.2752056419849396,-0.2157222330570221,0.05742897093296051
29,2.5,1.0,0.24,-0.84,45.0,0.13221600651741028,-0.4932032525539398,-0.2752056419849396,-0.2157222330570221,0.05742897093296051
30,2.5,1.0,0.24,-0.84,60.0,0.11426838487386703,-0.4932032525539398,-0.2752056419849396,-0.2157222330570221,0.05742897093296051
31,2.5,1.0,0.24,-0.84,75.0,0.10063082724809647,-0.4932032525539398,-0.2752056419849396,-0.2157222330570221,0.05742897093296051
32,2.5,1.0,0.24,-0.84,90.0,0.0909435898065567,-0.4932032525539398,-0.2752056419849396,-0.2157222330570221,0.05742897093296051
33,2.5,1.0,0.24,-0.84,105.0,0.08427432179450989,-0.4932032525539398,-0.2752056419849396,-0.2157222330570221,0.05742897093296051
34,2.5,1.0,0.24,-0.84,120.0,0.07976152002811432,-0.4932032525539398,-0.2752056419849396,-0.2157222330570221,0.05742897093296051
35,2.5,1.0,0.24,-0.84,135.0,0.07677224278450012,-0.4932032525539398,-0.2752056419849396,-0.2157222330570221,0.05742897093296051
36,2.5,1.0,0.24,-0.84,150.0,0.0748865008354187,-0.4932032525539398,-0.2752056419849396,-0.2157222330570221,0.05742897093296051
37,2.5,1.0,0.24,-0.84,165.0,0.0738464742898941,-0.4932032525539398,-0.2752056419849396,-0.2157222330570221,0.05742897093296051
38,2.5,1.0,0.24,-0.84,180.0,0.07351422309875488,-0.4932032525539398,-0.2752056419849396,-0.2157222330570221,0.05742897093296051
39,2.5,1.0,0.24,-0.76,0.0,0.23122969269752502,-0.4830089211463928,-0.2710492014884949,-0.21218392252922058,0.056590430438518524
40,2.5,1.0,0.24,-0.76,15.0,0.22012820839881897,-0.4830089211463928,-0.2710492014884949,-0.21218392252922058,0.056590430438518524
41,2.5,1.0,0.24,-0.76,30.0,0.19324171543121338,-0.4830089211463928,-0.2710492014884949,-0.21218392252922058,0.056590430438518524
42,2.5,1.0,0.24,-0.76,45.0,0.16269487142562866,-0.4830089211463928,-0.2710492014884949,-0.21218392252922058,0.056590430438518524
43,2.5,1.0,0.24,-0.76,60.0,0.1364656239748001,-0.4830089211463928,-0.2710492014884949,-0.21218392252922058,0.056590430438518524
44,2.5,1.0,0.24,-0.76,75.0,0.1167961061000824,-0.4830089211463928,-0.2710492014884949,-0.21218392252922058,0.056590430438518524
45,2.5,1.0,0.24,-0.76,90.0,0.10296396911144257,-0.4830089211463928,-0.2710492014884949,-0.21218392252922058,0.056590430438518524
46,2.5,1.0,0.24,-0.76,105.0,0.09351241588592529,-0.4830089211463928,-0.2710492014884949,-0.21218392252922058,0.056590430438518524
