,k,QQ,x_b,t,phi_x,F,errF,dvcs
0,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,7.5,0.11421511167786483,0.004920000210404,0.017761320249214
1,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,22.5,0.11704722507983926,0.00467999977991,0.017761320249214
2,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,37.5,0.10513395973470135,0.004199999850243,0.017761320249214
3,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,52.5,0.09252080410008608,0.00395999988541,0.017761320249214
4,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,67.5,0.08364200738339019,0.00359999993816,0.017761320249214
5,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,82.5,0.07656465337253911,0.003359999973327,0.017761320249214
6,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,97.5,0.07009702870491058,0.003120000008494,0.017761320249214
7,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,112.5,0.056645442779671505,0.00288000004366,0.017761320249214
8,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,127.5,0.05067965462456322,0.002760000061244,0.017761320249214
9,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,142.5,0.051927625653213225,0.002520000096411,0.017761320249214
10,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,157.5,0.04500351242503717,0.002520000096411,0.017761320249214
11,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,172.5,0.04642298620032988,0.002400000113994,0.017761320249214
12,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,187.5,0.045396007006869285,0.002400000113994,0.017761320249214
13,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,202.5,0.04432962578036595,0.002520000096411,0.017761320249214
14,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,217.5,0.04536120907551291,0.002640000078827,0.017761320249214
15,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,232.5,0.05206699088750464,0.002640000078827,0.017761320249214
16,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,247.5,0.05277654099915177,0.002760000061244,0.017761320249214
17,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,262.5,0.06894102307188885,0.00288000004366,0.017761320249214
18,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,277.5,0.07838991154241598,0.00323999999091,0.017761320249214
19,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,292.5,0.07861290541771929,0.003479999955744,0.017761320249214
20,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,307.5,0.0984333106389089,0.003839999902993,0.017761320249214
21,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,322.5,0.10504264596905655,0.004199999850243,0.017761320249214
22,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,337.5,0.1092215218582612,0.004559999797493,0.017761320249214
23,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,352.5,0.11688275980450068,0.004800000227988,0.017761320249214
24,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,7.5,0.07336477092509136,0.005040000192821,0.012829166550746
25,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,22.5,0.07543064736444671,0.004439999815077,0.012829166550746
26,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,37.5,0.07091559650742456,0.003839999902993,0.012829166550746
27,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,52.5,0.06043505455972827,0.00359999993816,0.012829166550746
28,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,67.5,0.05295245970545502,0.00323999999091,0.012829166550746
29,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,82.5,0.042832396815173306,0.00288000004366,0.012829166550746
30,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,97.5,0.04035486707860503,0.002520000096411,0.012829166550746
31,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,112.5,0.03990030889974849,0.002400000113994,0.012829166550746
32,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,127.5,0.030215271095574245,0.00215999991633,0.012829166550746
