,0,1,2,3
0,0.8327077,-3.5001528,-5.7140903,0.009264087
1,0.37224486,-4.2914658,-4.3807554,0.009634912
2,0.51552844,-5.5976315,-2.8891256,0.008716524
3,0.6509924,-8.472271,-2.554285,0.008696724
4,0.8686843,-12.338567,-2.827818,0.006316606
5,1.2174902,-5.1761484,-5.4681964,0.0032796115
6,0.53263116,-5.8082395,-3.9465427,0.0045712143
7,0.6318983,-5.664208,-4.2642636,0.0023405924
8,0.34688947,-5.4402375,-3.1399076,0.004480779
9,0.47324854,-7.502703,-2.7030835,0.003402941
10,0.61308116,-2.303984,-3.718131,0.009493506
11,0.49301192,-2.8374872,-4.184464,0.008212594
12,0.7604708,-3.1556985,-4.3270974,0.0067007635
13,0.32647258,-4.4609485,-3.7788599,0.0069867987
14,0.15540361,-6.115397,-2.3271713,0.0075342096
15,0.71030676,-2.0106266,-3.4353356,0.0071842335
16,-0.23217171,-6.1164503,-3.5859497,0.005157646
17,-0.9479945,-5.3634505,-1.6848544,0.0060313903
18,-0.9605603,-4.4147396,0.022767346,0.009705231
19,-1.4781561,-3.9588988,1.1666614,0.0103779435
20,-0.6855916,-1.4750384,-0.537885,0.00375247
21,-0.8327884,-1.723824,-1.1066688,0.0031633936
22,-0.78011864,-2.878213,-0.9952086,0.0026628673
23,-0.33937913,-5.2047515,-1.1520956,0.0018410273
24,-0.16288027,-5.804625,-0.12071106,0.0023448952
25,-0.33798352,-2.2613099,-2.2115183,0.0019134283
26,0.20025867,-3.903416,-1.9513881,0.0013962053
27,0.09216204,-5.7846622,-1.9036492,0.0016035028
28,0.17089415,-7.328774,-1.3271482,0.0013941117
29,0.38930082,-10.041606,-0.4831597,0.0014287382
30,0.48432037,-3.447088,-1.2814041,0.0010122061
31,0.16982868,-5.483665,-2.8229334,0.0006659329
32,0.30144462,-8.172753,-2.4459145,0.00054712966
33,0.20117593,-10.046864,-1.6215113,0.00050964206
34,0.25823605,-10.509743,-0.079106115,0.00063225254
35,-1.2974443,3.6269011,-0.34663153,0.0049437582
36,1.9209487,0.9259267,-4.8333755,0.0010861345
37,2.5239632,-0.09735422,-6.9366393,-0.0004092604
38,2.3586423,-0.8124156,-6.5062847,-0.00047129393
39,2.9969392,-2.0312166,-7.523269,-0.0009704754
40,1.2106632,1.3176293,-0.7140426,0.0007111095
41,1.5367475,0.62865794,-1.8372631,0.0005548559
42,2.1909359,-0.6564878,-3.0127187,0.0003873487
43,2.2197201,-1.371908,-3.1615,0.00034246407
44,2.6706963,-2.0177908,-3.207118,0.00026612077
45,2.5100904,-1.6725363,-2.1258602,0.000114786904
46,1.6321917,-2.125942,-2.5284355,0.0002278242
47,1.5019573,-3.049079,-3.7118192,0.000107827946
48,1.5781617,-3.3249786,-3.484035,0.00014330656
49,2.078844,-4.177263,-3.7384365,0.00012716604
50,2.0548475,-0.82268333,-0.5844919,0.00010334328
51,1.3432124,-0.39510253,-0.7674969,0.00014089653
52,1.1713604,-1.8148506,-0.48413143,0.00011601532
53,1.3138336,-2.4939795,-0.66119623,0.0001079588
54,1.5564462,-3.2095969,-0.21898274,0.000105157495
55,2.7401104,-0.6523194,-1.0565333,0.00016792119
56,2.124677,-1.0218159,-0.3787253,0.00021439046
57,1.1732882,0.40106466,0.3373398,0.00025500916
58,2.8356001,-1.3705158,-0.28901717,0.00017293915
59,3.636267,-0.76908606,-1.4688948,0.00012132153
60,3.1051354,0.10470003,-1.0825855,3.7542544e-05
61,3.4191275,1.6353815,0.063342646,4.4697896e-05
62,1.4377673,1.5182439,-0.6913505,6.6358596e-05
63,3.3615572,-1.2245591,-0.31204262,3.519468e-05
64,3.3289566,-0.79432595,-0.19581419,3.59267e-05
65,-1.088706,-3.8000333,0.20432945,0.29218414
66,4.1056895,2.8514142,0.5816667,0.5554369
67,-3.058243,-4.6021004,-1.7639533,0.053322032
68,-4.7874665,-6.3993473,-1.8907264,0.012989998
69,-0.94725925,-2.715557,0.790125,0.10758276
70,-1.0984644,-3.6253972,1.3007891,0.06838026
71,-1.9407879,-1.7341229,1.7701224,0.11812912
72,-3.6719706,-3.4838128,2.0676095,0.052400384
73,-6.8648086,-7.7652874,1.3212483,-0.019036453
74,-3.041325,-5.6103187,2.3863146,0.045121808
75,-2.7237074,-4.346143,-0.6079577,0.04352434
76,-1.4573427,-3.394629,1.5775326,0.04638686
77,-12.846057,-8.716089,-4.578721,-0.42130286
78,0.32796457,-2.0851517,2.117559,0.15800965
79,0.14249256,-2.8964913,3.3152235,0.124797046
80,2.013034,-0.101218365,2.522008,0.15400743
81,-0.23399535,-1.9064577,0.9933446,0.07780209
82,-2.3119538,-5.085763,0.4357491,0.027365804
83,-2.4664772,-0.3230182,-3.5660408,0.045967057
