,k,QQ,x_b,t,phi_x,F,errF,dvcs
0,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,7.5,0.12034635930754875,0.0049200002104043,0.0177613202492134
1,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,22.5,0.11948931347598107,0.0046799997799098,0.0177613202492134
2,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,37.5,0.10979390770988251,0.0041999998502433,0.0177613202492134
3,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,52.5,0.09284687226263107,0.00395999988541,0.0177613202492134
4,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,67.5,0.08134693545931466,0.0035999999381601,0.0177613202492134
5,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,82.5,0.0784560443109339,0.0033599999733269,0.0177613202492134
6,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,97.5,0.058782130208119496,0.0031200000084936,0.0177613202492134
7,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,112.5,0.06148848995889584,0.0028800000436604,0.0177613202492134
8,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,127.5,0.05684130863526619,0.0027600000612437,0.0177613202492134
9,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,142.5,0.046093682798698,0.0025200000964105,0.0177613202492134
10,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,157.5,0.0464091268588175,0.0025200000964105,0.0177613202492134
11,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,172.5,0.045526909073015924,0.0024000001139938,0.0177613202492134
12,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,187.5,0.045411417281832976,0.0024000001139938,0.0177613202492134
13,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,202.5,0.04976204277356556,0.0025200000964105,0.0177613202492134
14,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,217.5,0.048682788113362435,0.0026400000788271,0.0177613202492134
15,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,232.5,0.053027195026262,0.0026400000788271,0.0177613202492134
16,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,247.5,0.05541936204956305,0.0027600000612437,0.0177613202492134
17,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,262.5,0.06652072537979,0.0028800000436604,0.0177613202492134
18,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,277.5,0.07370757929598638,0.0032399999909102,0.0177613202492134
19,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,292.5,0.08453668948050104,0.0034799999557435,0.0177613202492134
20,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,307.5,0.08966163915089298,0.0038399999029934,0.0177613202492134
21,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,322.5,0.10551226221140128,0.0041999998502433,0.0177613202492134
22,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,337.5,0.1219875590762586,0.0045599997974932,0.0177613202492134
23,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,352.5,0.11883845851317383,0.0048000002279877,0.0177613202492134
24,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,7.5,0.0821344813640416,0.005040000192821,0.0128291665507456
25,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,22.5,0.08035064550186101,0.0044399998150765,0.0128291665507456
26,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,37.5,0.07580348160871515,0.0038399999029934,0.0128291665507456
27,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,52.5,0.05623037186150073,0.0035999999381601,0.0128291665507456
28,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,67.5,0.04872532832508394,0.0032399999909102,0.0128291665507456
29,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,82.5,0.0430088320207983,0.0028800000436604,0.0128291665507456
30,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,97.5,0.040266901936515775,0.0025200000964105,0.0128291665507456
31,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,112.5,0.038461469563287096,0.0024000001139938,0.0128291665507456
32,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,127.5,0.03244373538535608,0.0021599999163299,0.0128291665507456
33,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,142.5,0.031886471029747815,0.0020399999339133,0.0128291665507456
