set,k,QQ,x_b,t,phi_x,F,sigmaF,ReH,ReE,ReHt,dvcs
40,4.487,2.72,0.485,-0.53988,307.5,0.020816,0.00346,-1.89855,1.46956,0.602716,0.00447123
40,4.487,2.72,0.485,-0.53988,322.5,0.0117281,0.00738,-1.89855,1.46956,0.602716,0.00447123
41,8.851,4.5,0.497,-0.40977,7.5,0.00351427,0.00024,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,22.5,0.00361452,0.00025,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,37.5,0.00362867,0.00023,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,52.5,0.00280651,0.00024,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,67.5,0.00313535,0.00022,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,82.5,0.00301178,0.00023,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,97.5,0.00257524,0.00022,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,112.5,0.0027521,0.00021,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,127.5,0.00273596,0.00022,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,142.5,0.00289153,0.00021,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,157.5,0.00276972,0.00021,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,172.5,0.0024439,0.0002,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,187.5,0.00233477,0.00021,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,202.5,0.00261638,0.00022,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,217.5,0.00275378,0.00021,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,232.5,0.00268563,0.0002,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,247.5,0.00290368,0.00022,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,262.5,0.00284426,0.00023,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,277.5,0.00283955,0.00022,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,292.5,0.00315934,0.00024,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,307.5,0.00353561,0.00021,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,322.5,0.00333586,0.00023,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,337.5,0.00339506,0.00024,-1.9724,1.68241,0.793247,0.00135068
41,8.851,4.5,0.497,-0.40977,352.5,0.00295105,0.00025,-1.9724,1.68241,0.793247,0.00135068
42,8.851,4.53,0.501,-0.47956,7.5,0.00349566,0.0003,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,22.5,0.00261527,0.00028,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,37.5,0.00324418,0.00027,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,52.5,0.0023693,0.00023,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,67.5,0.00274265,0.0002,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,82.5,0.00240009,0.00018,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,97.5,0.00244875,0.00018,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,112.5,0.00222441,0.00018,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,127.5,0.00234351,0.00017,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,142.5,0.00236463,0.00017,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,157.5,0.00174543,0.00017,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,172.5,0.00202438,0.00017,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,187.5,0.00232702,0.0002,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,202.5,0.00198789,0.00021,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,217.5,0.00226352,0.00021,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,232.5,0.00209426,0.00019,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,247.5,0.00183783,0.0002,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,262.5,0.00229425,0.00022,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,277.5,0.00266305,0.00022,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,292.5,0.0024341,0.00022,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,307.5,0.00272705,0.00022,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,322.5,0.00296884,0.00026,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,337.5,0.00311042,0.00029,-1.90507,1.56289,0.690902,0.00120604
42,8.851,4.53,0.501,-0.47956,352.5,0.00270383,0.00032,-1.90507,1.56289,0.690902,0.00120604
43,8.851,4.56,0.504,-0.54751,7.5,0.00269321,0.00044,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,22.5,0.00227748,0.00042,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,37.5,0.00269152,0.00029,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,52.5,0.00242998,0.00022,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,67.5,0.00198331,0.00019,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,82.5,0.00206374,0.00018,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,97.5,0.00221999,0.00017,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,112.5,0.00160033,0.00018,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,127.5,0.00182874,0.00017,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,142.5,0.00143234,0.00016,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,157.5,0.00176373,0.00017,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,172.5,0.00147661,0.00018,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,187.5,0.00132116,0.00019,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,202.5,0.00181795,0.0002,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,217.5,0.0013636,0.0002,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,232.5,0.0019753,0.0002,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,247.5,0.00164392,0.00019,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,262.5,0.00172223,0.00019,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,277.5,0.00190478,0.00019,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,292.5,0.00187063,0.0002,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,307.5,0.00228356,0.00025,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,322.5,0.00258037,0.0003,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,337.5,0.00230198,0.00038,-1.8407,1.45835,0.604461,0.00108537
43,8.851,4.56,0.504,-0.54751,352.5,0.00219812,0.00045,-1.8407,1.45835,0.604461,0.00108537
44,8.851,4.57,0.506,-0.61382,7.5,0.00232791,0.00059,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,22.5,0.00198666,0.00054,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,37.5,0.00250744,0.00036,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,52.5,0.00176291,0.00028,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,67.5,0.00202673,0.0002,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,82.5,0.00157706,0.00018,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,97.5,0.00178165,0.00017,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,112.5,0.0014468,0.00017,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,127.5,0.00140054,0.00016,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,142.5,0.00137805,0.00018,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,157.5,0.00138208,0.00017,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,172.5,0.0013075,0.00018,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,187.5,0.00143177,0.0002,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,202.5,0.00143777,0.00021,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,217.5,0.0016861,0.00021,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,232.5,0.00159379,0.0002,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,247.5,0.00125227,0.0002,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,262.5,0.00164871,0.0002,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,277.5,0.00193718,0.00019,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,292.5,0.0022103,0.00021,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,307.5,0.00215941,0.00026,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,322.5,0.0013929,0.00034,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,337.5,0.00274285,0.00048,-1.78026,1.36612,0.530299,0.000996785
44,8.851,4.57,0.506,-0.61382,352.5,0.0023349,0.00059,-1.78026,1.36612,0.530299,0.000996785
45,8.851,4.59,0.508,-0.70728,7.5,0.00252213,0.00085,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,22.5,0.00208513,0.00064,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,37.5,0.00213777,0.00035,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,52.5,0.00182351,0.00022,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,67.5,0.00136035,0.00017,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,82.5,0.00137823,0.00015,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,97.5,0.00143573,0.00014,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,112.5,0.00114159,0.00012,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,127.5,0.00110678,0.00012,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,142.5,0.00120625,0.00012,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,157.5,0.00122341,0.00014,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,172.5,0.00106686,0.00014,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,187.5,0.0012233,0.00015,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,202.5,0.0012465,0.00015,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,217.5,0.00124209,0.00016,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,232.5,0.00120544,0.00014,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,247.5,0.00132113,0.00014,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,262.5,0.00132611,0.00014,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,277.5,0.00144832,0.00016,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,292.5,0.00154981,0.00018,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,307.5,0.00189137,0.00025,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,322.5,0.00255744,0.00037,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,337.5,0.00160787,0.0006,-1.69826,1.2503,0.439922,0.000885695
45,8.851,4.59,0.508,-0.70728,352.5,0.00280242,0.0007,-1.69826,1.2503,0.439922,0.000885695
46,8.847,5.33,0.482,-0.38537,7.5,0.00409115,0.00034,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,22.5,0.00427847,0.00032,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,37.5,0.00441816,0.00028,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,52.5,0.0037431,0.00031,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,67.5,0.00305961,0.00027,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,82.5,0.00379699,0.00027,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,97.5,0.00320952,0.00026,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,112.5,0.00304832,0.00026,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,127.5,0.00296152,0.00024,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,142.5,0.00311127,0.00024,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,157.5,0.00257501,0.00023,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,172.5,0.00291552,0.00023,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,187.5,0.00279796,0.00024,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,202.5,0.00259324,0.00024,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,217.5,0.00279715,0.00023,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,232.5,0.00315772,0.00025,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,247.5,0.00291086,0.00025,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,262.5,0.00300637,0.00029,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,277.5,0.00330334,0.00029,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,292.5,0.00365574,0.00028,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,307.5,0.00400853,0.00028,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,322.5,0.00410149,0.00032,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,337.5,0.00465615,0.00031,-2.03439,1.72745,0.829689,0.000813295
46,8.847,5.33,0.482,-0.38537,352.5,0.00392861,0.00032,-2.03439,1.72745,0.829689,0.000813295
47,8.847,5.34,0.483,-0.44561,7.5,0.00410239,0.0004,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,22.5,0.00397958,0.00036,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,37.5,0.00419077,0.00031,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,52.5,0.00350767,0.00026,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,67.5,0.00282727,0.00024,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,82.5,0.00289634,0.00025,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,97.5,0.00261867,0.00022,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,112.5,0.00222424,0.0002,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,127.5,0.00253588,0.00019,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,142.5,0.00240072,0.00021,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,157.5,0.00240877,0.0002,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,172.5,0.00216639,0.00021,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,187.5,0.00206512,0.0002,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,202.5,0.00192947,0.00022,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,217.5,0.00220397,0.0002,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,232.5,0.00248967,0.00024,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,247.5,0.00232584,0.00023,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,262.5,0.00244278,0.00023,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,277.5,0.00292183,0.00026,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,292.5,0.00312062,0.00027,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,307.5,0.00381291,0.00029,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,322.5,0.00361425,0.00031,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,337.5,0.00408918,0.00035,-1.98356,1.61938,0.732369,0.000742782
47,8.847,5.34,0.483,-0.44561,352.5,0.00432205,0.00039,-1.98356,1.61938,0.732369,0.000742782
48,8.847,5.36,0.485,-0.50851,7.5,0.00375556,0.00058,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,22.5,0.005114,0.00045,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,37.5,0.00291011,0.00033,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,52.5,0.00278231,0.00027,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,67.5,0.00273261,0.00024,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,82.5,0.00221402,0.00021,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,97.5,0.00217333,0.00022,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,112.5,0.0021173,0.0002,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,127.5,0.00159862,0.00018,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,142.5,0.00141739,0.00018,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,157.5,0.00127747,0.00019,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,172.5,0.00154095,0.00019,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,187.5,0.00107643,0.0002,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,202.5,0.00163182,0.0002,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,217.5,0.00155526,0.0002,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,232.5,0.00176293,0.00022,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,247.5,0.00197871,0.00021,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,262.5,0.00220648,0.00023,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,277.5,0.00217902,0.00026,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,292.5,0.00236652,0.00027,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,307.5,0.00299738,0.00029,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,322.5,0.00294136,0.00037,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,337.5,0.0031046,0.00046,-1.92532,1.51702,0.643492,0.000674952
48,8.847,5.36,0.485,-0.50851,352.5,0.00401545,0.00059,-1.92532,1.51702,0.643492,0.000674952
49,8.847,5.37,0.486,-0.56958,7.5,0.00253057,0.00111,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,22.5,0.00260412,0.00063,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,37.5,0.00296108,0.00044,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,52.5,0.00242235,0.00031,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,67.5,0.00239159,0.00024,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,82.5,0.0019467,0.00021,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,97.5,0.00175435,0.0002,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,112.5,0.00145327,0.00019,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,127.5,0.00136963,0.0002,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,142.5,0.00143724,0.00018,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,157.5,0.0014013,0.00018,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,172.5,0.00143752,0.0002,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,187.5,0.00127101,0.00021,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,202.5,0.00115142,0.00019,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,217.5,0.00162625,0.00019,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,232.5,0.0016743,0.0002,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,247.5,0.00138127,0.0002,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,262.5,0.00165859,0.00021,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,277.5,0.00177639,0.00022,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,292.5,0.00206932,0.00026,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,307.5,0.00267029,0.00031,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,322.5,0.00219271,0.00047,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,337.5,0.00349684,0.00082,-1.87032,1.42664,0.566961,0.000620763
49,8.847,5.37,0.486,-0.56958,352.5,0.00426558,0.0012,-1.87032,1.42664,0.566961,0.000620763
50,8.847,5.38,0.486,-0.65465,7.5,0.000966709,0.003,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,22.5,0.00454822,0.00112,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,37.5,0.001588,0.00045,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,52.5,0.0020446,0.00027,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,67.5,0.00183417,0.0002,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,82.5,0.00154357,0.00018,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,97.5,0.00151146,0.00016,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,112.5,0.00140718,0.00013,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,127.5,0.001283,0.00012,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,142.5,0.0010893,0.00011,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,157.5,0.00100123,0.00013,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,172.5,0.00111357,0.00013,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,187.5,0.00113031,0.00012,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,202.5,0.00107328,0.00013,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,217.5,0.00117656,0.00011,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,232.5,0.00109748,0.00013,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,247.5,0.00135292,0.00015,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,262.5,0.00134169,0.00016,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,277.5,0.00140074,0.00018,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,292.5,0.00210765,0.00022,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,307.5,0.00233498,0.00028,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,322.5,0.00261215,0.00059,-1.79697,1.31362,0.4734,0.000556366
50,8.847,5.38,0.486,-0.65465,337.5,0.00201425,0.00133,-1.79697,1.31362,0.4734,0.000556366
51,10.992,7.04,0.494,-0.43254,7.5,0.0021059,0.00012,-1.96287,1.64195,0.756567,0.000334772
51,10.992,7.04,0.494,-0.43254,22.5,0.00201269,0.00013,-1.96287,1.64195,0.756567,0.000334772
51,10.992,7.04,0.494,-0.43254,37.5,0.00191646,0.00011,-1.96287,1.64195,0.756567,0.000334772
