,0,1,2,3
0,-0.050890133,-2.6841598,-3.7396379,0.015016466
1,-1.3257964,-1.3918116,-0.22444245,0.019303288
2,-1.6959693,-2.562703,0.84391254,0.016485106
3,-1.7942001,-0.88358176,0.4186474,0.016172491
4,-1.5424898,-1.0319664,0.25836194,0.01407909
5,-2.0179553,-3.0871565,-0.5417982,0.013213553
6,-1.2754245,-4.465024,-0.35915095,0.0093224645
7,-1.1029413,-2.1539533,-0.9082198,0.008161623
8,-1.0008674,-1.8186189,-0.30219474,0.007485278
9,-1.1060566,-2.2070503,-0.578335,0.0074431635
10,-0.73850113,-3.5561762,-1.252745,0.014558863
11,-0.9079312,-3.3806841,-0.73266196,0.012963872
12,-0.65173894,-3.5782282,-1.7699112,0.010981061
13,-0.6960199,-4.0541325,-1.2074083,0.0102480985
14,-0.6427834,-4.274518,-0.7484183,0.010222204
15,-1.1957603,-3.7473688,-1.1411273,0.013124179
16,-1.3004062,-3.9546242,-0.63731,0.009749863
17,-1.0974436,-4.1052904,-0.9362692,0.008920908
18,-0.6058214,-3.6507244,-0.7684366,0.009113226
19,-1.0064837,-2.8248053,-0.21515839,0.009949718
20,-1.6213148,-1.7808727,0.30905038,0.0044463873
21,-1.4961808,-3.2274206,0.47940418,0.0036611445
22,-1.7118086,-3.7178469,0.15779579,0.0031773932
23,-1.8096433,-3.246585,1.1247158,0.0031294413
24,-1.0206032,-3.47437,0.2931734,0.0024489574
25,-1.6333716,-1.5061712,0.48355642,0.002809517
26,-1.6259435,-1.9801415,0.8458153,0.002587773
27,-2.1652489,-2.5654845,1.208744,0.002727367
28,-1.8448749,-3.292915,1.256075,0.002415657
29,-1.7992727,-4.134433,1.0662489,0.0019191094
30,-2.1376429,-0.5092323,1.2431443,0.001882501
31,-1.927896,-2.7189624,0.3488626,0.0013226904
32,-1.4155262,-3.614533,0.21712713,0.0011910126
33,-1.2792324,-3.810032,0.40482384,0.0009569414
34,-1.1611214,-3.8915696,0.6071836,0.0009306818
35,-0.07016593,-3.4727159,-1.1604167,0.0029900596
36,0.9370702,-2.671462,-2.2380648,0.0020646192
37,-0.16206175,-2.0052745,-2.020028,0.0027139448
38,-1.0346617,-1.3599902,-0.46437222,0.0035909042
39,-1.5026121,-0.5376778,0.25898224,0.0042327903
40,-0.7211937,-2.0957954,0.8522334,0.0010932907
41,-1.3155172,-2.7871108,0.9968411,0.0010215119
42,-0.9542581,-3.0646098,0.94326556,0.0009765625
43,-0.91706604,-3.1680171,0.69839305,0.0008179657
44,-1.0578736,-2.6098666,0.9838756,0.00078422204
45,0.7980456,-1.2972257,-0.9127425,0.00040550157
46,-1.3033456,-1.0596365,0.60198295,0.00061409175
47,-1.53528,-1.2771578,0.14719714,0.00049547106
48,-1.7577509,-1.1562891,0.52120256,0.0005442314
49,-2.025067,-1.4998688,1.5800738,0.00056613237
50,-1.670495,-0.072985224,0.21461967,0.0003319271
51,-1.3982924,-0.54912,0.37531525,0.0002816543
52,-0.8484099,-1.2866557,0.03750124,0.0002034232
53,-0.96525013,-1.5190566,-0.013971239,0.00019326806
54,-0.46259502,-1.6384592,0.14283323,0.00016100705
55,-0.9421486,-0.68451935,-0.021064596,0.0003844276
56,-0.42543,-2.0807614,0.22971451,0.00031961873
57,-0.12422171,-2.6456752,-0.10759767,0.0002835095
58,0.46368438,-2.1872513,-0.61608213,0.00023963675
59,0.44778308,-2.7744231,0.08385314,0.00022902712
60,0.51487845,-2.6835022,-0.061899766,7.2449446e-05
61,0.7853717,-1.1283429,0.06804589,7.425621e-05
62,0.6995078,-1.5817004,-0.12845792,7.339567e-05
63,0.7650874,-1.8109637,-0.6614205,6.104261e-05
64,0.89458257,-2.113399,-1.0570987,5.7633966e-05
65,11.602931,9.131822,3.5722265,1.3452939
66,-6.9176507,-9.4061165,-1.5322806,-0.18106547
67,-6.5206394,-7.580568,-6.0532007,-0.12908594
68,-2.9296849,-3.3574018,-1.3623987,0.08118053
69,-4.142015,-6.6842,-3.4664814,-0.01692589
70,-1.246242,-5.979448,-2.5691328,0.044726904
71,-1.6063298,-2.7435749,-0.9600877,0.11601466
72,-2.9106445,-3.3689485,-1.4491705,0.045195572
73,-5.5621586,-7.081986,-2.4438133,-0.031186884
74,-2.3403776,-4.0892715,2.7678983,0.07128194
75,-2.327536,-2.4878213,-0.21292475,0.052243266
76,-2.1127884,-3.5272267,-0.58228767,0.03060687
77,-10.797572,-6.0798593,-6.1621585,-0.37868363
78,5.401344,4.188627,5.0197635,0.36856157
