,0,1,2,3
0,-0.40284738,-0.8541958,-2.636955,0.018255284
1,-0.36742836,-2.7303789,-3.4654565,0.012851864
2,-0.34736335,-2.0991597,-2.361153,0.011657495
3,-0.31562772,-3.0869555,-2.2388816,0.010838971
4,-0.67830515,-4.4717793,-1.547914,0.010824982
5,-0.5569811,-0.6710806,-2.554585,0.010068938
6,-0.8532329,-1.4004977,-2.052302,0.008311361
7,-0.9468716,-1.2474993,-1.9253595,0.007760197
8,-0.8759496,-1.3221681,-1.1711504,0.006777875
9,-1.4262186,-0.99394095,-0.55498236,0.0071897656
10,-1.2000101,-0.64726174,-1.286787,0.016372308
11,-1.0666199,-0.7003057,-0.8516045,0.013502143
12,-1.117699,0.08501758,-0.6896953,0.013611432
13,-1.118687,-0.99475926,-1.3308506,0.0110856965
14,-0.7697801,-2.324249,-1.4009745,0.010023914
15,-0.46445486,-1.2475535,-1.8829204,0.010152172
16,-1.0614437,-3.084032,-1.7456288,0.009244867
17,-1.50547,-2.024096,-1.6154995,0.007401582
18,-0.99056596,-1.0902983,-0.9645484,0.008299407
19,-1.1887629,-1.5574262,-1.2003838,0.00863979
20,-0.8090675,0.3151573,-1.1554502,0.0038193017
21,-0.826812,-0.001855927,-1.2535263,0.0030267462
22,-1.4497362,-1.422661,-0.94902897,0.0027127787
23,-1.1286273,-2.0305262,-1.5797687,0.0021418072
24,-0.57589215,-4.782775,-0.5008076,0.002154883
25,-1.0337656,0.13533686,-0.9543801,0.0027023442
26,-0.9184722,0.11711659,-0.93115467,0.0021113418
27,-1.5087082,-0.7521962,-1.2545109,0.0022108555
28,-1.5380051,-0.42034096,-0.31865776,0.0020169653
29,-1.0723737,-2.8247752,-1.1046351,0.0015624501
30,-0.5792742,-0.100301474,-1.1529018,0.0016325973
31,-1.2113217,-0.2714275,-1.31055,0.0010579452
32,-1.265967,-0.61116195,-1.4015034,0.0010144562
33,-0.51375055,-1.8490881,-1.8394946,0.000716459
34,-0.6354794,-1.40313,-1.677495,0.0007261485
35,0.07552674,0.06388713,-2.5088377,0.0027087517
36,-0.5819569,-0.122170314,-0.47865424,0.0040839724
37,-1.3257602,-0.39479116,-1.0754484,0.0040105414
38,-1.5113375,-0.23985764,0.048976548,0.0041154325
39,-1.2700908,-0.1442861,-0.7064734,0.0036821887
40,0.12103523,-0.77813965,-0.62162524,0.00089566596
41,0.08905923,-0.74554926,-1.2275462,0.00073597766
42,0.1599034,-0.78516877,-0.88705534,0.0007431861
43,0.4018709,-1.3318112,-1.234588,0.0006568022
44,0.19978006,-1.8488941,-0.39579904,0.0006242916
45,-0.12242245,-0.8052538,-0.8519399,0.00053725764
46,-0.75262135,-1.2062144,-0.32253453,0.00053795427
47,-0.80208004,-1.3788792,-1.0072263,0.00042456388
48,-1.0813099,-0.7215084,-0.9912854,0.00044670887
49,-1.0480453,-0.09615648,-0.61765736,0.00043415837
50,-0.11887541,-0.4961184,0.021116529,0.00024563866
51,0.06554785,-0.8909579,-0.65087855,0.00017525442
52,-1.0290798,-0.7328571,0.020326374,0.00021786615
53,-0.53406006,-1.4666864,-0.32950684,0.00019408762
54,-0.307847,-1.5211917,-0.010206367,0.00016330555
55,-2.141176,0.36233485,0.7545801,0.00046174787
56,-2.420495,-0.8189288,0.4261127,0.0004293546
57,0.16551495,0.6162871,-1.0987705,0.00028688274
58,0.09577466,0.07338904,-1.4229409,0.00024501327
59,-0.8248776,-1.4585721,0.59797835,0.00027357507
60,-0.48325387,0.48438716,0.16826633,0.00010022707
61,-0.7337414,0.7774437,0.15761043,0.00010441989
62,-0.06361695,0.78984475,0.15369588,8.732267e-05
63,0.2868863,0.8167589,-0.3191762,7.020123e-05
64,0.44114602,1.4404525,0.40601045,6.427616e-05
65,6.3825545,7.009524,1.1647117,0.9079148
66,-2.0832253,-3.2157443,2.4485557,0.15771374
67,-7.406291,-6.17122,-7.035653,-0.15144128
68,1.5072114,1.072078,0.046368383,0.24288347
69,-2.649228,-4.972799,-2.5870445,0.030559693
70,-3.51426,-5.487489,-3.1225476,0.009571627
