#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,F1,F2
11,3,5.75000,2.01200,0.37800,-0.19200,52.50000,0.05240,0.00696,0.13282,0.65835,1.03995
11,4,5.75000,2.01200,0.37800,-0.19200,67.50000,0.05300,0.00648,0.12226,0.65835,1.03995
11,5,5.75000,2.01200,0.37800,-0.19200,82.50000,0.04730,0.00612,0.12939,0.65835,1.03995
11,6,5.75000,2.01200,0.37800,-0.19200,97.50000,0.04820,0.00588,0.12199,0.65835,1.03995
11,7,5.75000,2.01200,0.37800,-0.19200,112.50000,0.04690,0.00564,0.12026,0.65835,1.03995
11,8,5.75000,2.01200,0.37800,-0.19200,127.50000,0.04580,0.00552,0.12052,0.65835,1.03995
11,9,5.75000,2.01200,0.37800,-0.19200,142.50000,0.03650,0.00504,0.13808,0.65835,1.03995
11,10,5.75000,2.01200,0.37800,-0.19200,157.50000,0.03320,0.00480,0.14458,0.65835,1.03995
11,11,5.75000,2.01200,0.37800,-0.19200,172.50000,0.03630,0.00492,0.13554,0.65835,1.03995
11,12,5.75000,2.01200,0.37800,-0.19200,187.50000,0.03560,0.00492,0.13820,0.65835,1.03995
