phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.0691994,0.0610966,0.008313288
22.5,0.0554744,0.056590997,0.0068120984
37.5,0.0381581,0.049833335,0.004818639
52.5,0.0498384,0.043090552,0.0033800327
67.5,0.0369224,0.037448578,0.0029057958
82.5,0.0299091,0.033098195,0.0030201038
97.5,0.0285979,0.029869417,0.0032530301
112.5,0.0267153,0.027524058,0.0034410001
127.5,0.0258366,0.025858004,0.0035671277
142.5,0.0276768,0.024721526,0.0036461335
157.5,0.0286765,0.02401401,0.003692101
172.5,0.0267604,0.023674542,0.003713326
187.5,0.0197522,0.023674542,0.003713326
202.5,0.0240094,0.02401401,0.003692101
217.5,0.0218052,0.024721526,0.003646134
232.5,0.0220775,0.025858,0.0035671287
247.5,0.0258433,0.02752405,0.0034410006
262.5,0.0288256,0.029869413,0.00325303
277.5,0.0319118,0.033098187,0.0030201038
292.5,0.039669,0.037448578,0.0029057958
307.5,0.0439407,0.043090552,0.0033800327
322.5,0.0467433,0.04983333,0.004818637
337.5,0.0688631,0.056591004,0.006812097
352.5,0.0542132,0.06109658,0.008313284
