phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.0941565,0.08029502,0.0048593576
22.5,0.0698929,0.071458265,0.0041890214
37.5,0.0539594,0.058679067,0.0032865603
52.5,0.0343362,0.046545062,0.002550815
67.5,0.0331774,0.036937233,0.0021087786
82.5,0.0332537,0.029936219,0.001898267
97.5,0.026983,0.025019294,0.0018137651
112.5,0.0226005,0.021627054,0.0017837622
127.5,0.021671,0.019324709,0.001774407
142.5,0.0176462,0.017812144,0.0017722121
157.5,0.0186984,0.016896497,0.0017721677
172.5,0.016411,0.016464677,0.0017724484
187.5,0.0180793,0.016464677,0.0017724484
202.5,0.0205289,0.016896497,0.0017721677
217.5,0.0208257,0.01781214,0.0017722122
232.5,0.019641,0.019324709,0.0017744068
247.5,0.0213021,0.021627048,0.0017837621
262.5,0.0228201,0.025019292,0.0018137647
277.5,0.0296829,0.029936219,0.0018982663
292.5,0.0337213,0.036937233,0.0021087786
307.5,0.042849,0.046545062,0.002550815
322.5,0.0548752,0.058679055,0.0032865598
337.5,0.0561541,0.071458235,0.00418902
352.5,0.0841301,0.08029502,0.004859357
