phi_x,Real F,Mean F Prediction,Std Dev Prediction
37.5,0.0959393,0.082623795,0.022402111
52.5,0.048664,0.063621156,0.01299546
67.5,0.0477215,0.049715437,0.0073572374
82.5,0.038373,0.040158745,0.005158604
97.5,0.0365383,0.033715,0.0050041424
112.5,0.0320872,0.029389173,0.0053372877
127.5,0.0295292,0.026504895,0.0056092157
142.5,0.0229138,0.024631102,0.0057630325
157.5,0.0266401,0.023504326,0.005836119
172.5,0.0254388,0.022974813,0.005863737
187.5,0.0252322,0.022974813,0.005863737
202.5,0.0272876,0.023504328,0.00583612
217.5,0.0244021,0.0246311,0.005763033
232.5,0.0239137,0.026504898,0.005609217
247.5,0.0220924,0.029389163,0.005337287
262.5,0.0237813,0.033714995,0.0050041424
277.5,0.0354637,0.040158745,0.0051586027
292.5,0.0441104,0.049715437,0.0073572374
307.5,0.0427497,0.063621156,0.01299546
322.5,0.0814796,0.08262373,0.022402087
