phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.0712923,0.07280265,0.015751073
22.5,0.0627413,0.06349577,0.012202699
37.5,0.0410762,0.050962873,0.0078073996
52.5,0.0397685,0.039974965,0.0048509836
67.5,0.0254605,0.03184116,0.0040239645
82.5,0.0205391,0.026201462,0.004329675
97.5,0.0216237,0.022373648,0.004753134
112.5,0.0194461,0.019791545,0.0050435304
127.5,0.0151477,0.018063987,0.0052102264
142.5,0.0170107,0.016938984,0.0052974704
157.5,0.0132433,0.016261455,0.0053393003
172.5,0.0165127,0.01594278,0.005355747
187.5,0.0161433,0.01594278,0.005355748
202.5,0.0140523,0.016261455,0.0053393003
217.5,0.0140041,0.016938986,0.005297471
232.5,0.0186472,0.018063981,0.005210226
247.5,0.0162954,0.019791543,0.0050435304
262.5,0.0198793,0.022373643,0.0047531337
277.5,0.0212029,0.026201453,0.004329675
292.5,0.0307977,0.03184116,0.0040239645
307.5,0.0422046,0.039974965,0.0048509836
322.5,0.0537924,0.050962854,0.007807394
337.5,0.0736721,0.06349577,0.012202697
352.5,0.0716548,0.0728026,0.01575106
