phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.113237,0.11413141,0.0014401359
22.5,0.111495,0.110000655,0.0013590689
37.5,0.100762,0.10274448,0.0012389359
52.5,0.0961192,0.093854114,0.001136834
67.5,0.0849277,0.08470641,0.0010891106
82.5,0.0811181,0.07624473,0.0010944688
97.5,0.0717791,0.06896181,0.001129472
112.5,0.0583896,0.063029125,0.0011720003
127.5,0.0608682,0.05844005,0.0012097748
142.5,0.0581145,0.055114042,0.0012382224
157.5,0.0460083,0.052958447,0.0012566324
172.5,0.050616,0.05190023,0.0012655687
187.5,0.0547436,0.05190023,0.001265569
202.5,0.0598724,0.052958447,0.0012566326
217.5,0.0542466,0.055114042,0.0012382227
232.5,0.0555935,0.058440052,0.0012097746
247.5,0.0624109,0.063029125,0.0011720014
262.5,0.0717532,0.06896181,0.0011294727
277.5,0.0695542,0.0762447,0.0010944689
292.5,0.0834381,0.08470641,0.0010891106
307.5,0.094451,0.093854114,0.001136834
322.5,0.101951,0.10274448,0.0012389343
337.5,0.114951,0.11000067,0.0013590676
352.5,0.112797,0.11413141,0.0014401352
