phi_x,Real F,Mean F Prediction,Std Dev Prediction
37.5,0.0594446,0.06161972,0.0896911
52.5,0.0568398,0.04650665,0.04863249
67.5,0.0468464,0.035960086,0.024449516
82.5,0.0231524,0.028836649,0.012721771
97.5,0.0234892,0.024013752,0.009375993
112.5,0.0211375,0.020721765,0.009492007
127.5,0.0278857,0.018478114,0.009964647
142.5,0.0226204,0.016988168,0.010208572
157.5,0.0140355,0.01607582,0.0102861235
172.5,0.0231064,0.015641963,0.0102990465
187.5,0.0215912,0.015641963,0.010299047
202.5,0.0189063,0.016075822,0.010286124
217.5,0.0206987,0.016988166,0.010208574
232.5,0.0228265,0.018478116,0.009964649
247.5,0.0286426,0.020721769,0.009492009
262.5,0.0338929,0.024013748,0.009375991
277.5,0.0303461,0.028836623,0.012721759
292.5,0.0330298,0.035960086,0.024449516
307.5,0.0821332,0.04650665,0.04863249
322.5,0.100365,0.06161969,0.08969104
