phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.105072,0.10428182,0.00071602996
22.5,0.100122,0.10033717,0.00066406425
37.5,0.0893008,0.093395665,0.0005965606
52.5,0.0839857,0.084867865,0.00056419993
67.5,0.0721391,0.07606345,0.00059066335
82.5,0.0653323,0.067889296,0.00065636955
97.5,0.0655006,0.0608283,0.0007311359
112.5,0.0612539,0.055057667,0.00079732004
127.5,0.0492763,0.050581835,0.0008488003
142.5,0.0439151,0.047331225,0.000885171
157.5,0.0434647,0.04522155,0.00090798194
172.5,0.0459791,0.04418502,0.0009188991
187.5,0.0461742,0.04418502,0.0009188989
202.5,0.0402722,0.04522155,0.0009079818
217.5,0.0491993,0.047331225,0.00088517123
232.5,0.0528074,0.05058183,0.0008488004
247.5,0.0552622,0.055057637,0.00079731934
262.5,0.0638777,0.06082829,0.000731136
277.5,0.065919,0.06788925,0.0006563693
292.5,0.0728628,0.07606345,0.00059066335
307.5,0.0876323,0.084867865,0.00056419993
322.5,0.0942583,0.093395665,0.0005965604
337.5,0.100025,0.10033711,0.0006640646
352.5,0.106547,0.10428182,0.00071602926
