phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.0781249,0.076144025,0.0034937062
22.5,0.0699334,0.07021338,0.0030445994
37.5,0.0583844,0.06098613,0.0024825607
52.5,0.0513953,0.051377803,0.0021605066
67.5,0.0442812,0.043039244,0.0021467868
82.5,0.0370628,0.036442332,0.0022800306
97.5,0.0297026,0.031470586,0.0024266858
112.5,0.0281004,0.027832095,0.002540375
127.5,0.0278814,0.025241354,0.0026169952
142.5,0.0211788,0.023474801,0.0026643595
157.5,0.0214348,0.022376586,0.0026909446
172.5,0.0203773,0.021850336,0.0027027482
187.5,0.0224932,0.021850336,0.002702748
202.5,0.0261655,0.022376586,0.0026909446
217.5,0.025234,0.023474801,0.0026643598
232.5,0.0262857,0.025241356,0.002616996
247.5,0.0277166,0.027832095,0.002540375
262.5,0.0333083,0.03147059,0.0024266865
277.5,0.0385467,0.036442302,0.0022800306
292.5,0.0415911,0.043039244,0.0021467868
307.5,0.0472413,0.051377803,0.0021605066
322.5,0.0595454,0.060986113,0.0024825602
337.5,0.0724629,0.07021333,0.003044599
352.5,0.0784268,0.076144025,0.0034937037
