phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.0463586,0.04440691,0.011173185
22.5,0.0361741,0.041755743,0.009224068
37.5,0.0395457,0.0375811,0.006532861
52.5,0.0421347,0.033156943,0.004617875
67.5,0.030403,0.02923522,0.004307309
82.5,0.0247884,0.026059587,0.0049054488
97.5,0.0249075,0.023608072,0.005563449
112.5,0.0282511,0.021771364,0.0060437354
127.5,0.0198389,0.020435084,0.006350567
142.5,0.0194284,0.019507075,0.006532432
157.5,0.0222179,0.018922057,0.006631431
172.5,0.0227466,0.018639272,0.0066745663
187.5,0.021644,0.018639272,0.0066745663
202.5,0.016421,0.018922057,0.0066314316
217.5,0.0177317,0.019507075,0.0065324325
232.5,0.0214159,0.020435084,0.0063505676
247.5,0.0230118,0.02177136,0.006043735
262.5,0.0210543,0.023608068,0.0055634496
277.5,0.0249917,0.026059583,0.0049054506
292.5,0.0318455,0.02923522,0.004307309
307.5,0.028034,0.033156943,0.004617875
322.5,0.0377119,0.03758111,0.006532859
337.5,0.0547024,0.041755743,0.009224066
352.5,0.0487348,0.04440691,0.011173182
