phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.0856221,0.08596833,0.0026661812
22.5,0.0852842,0.08077982,0.0026291683
37.5,0.0692332,0.07220095,0.00259319
52.5,0.0639972,0.06254318,0.002588376
67.5,0.0533179,0.05349236,0.0026136492
82.5,0.0470192,0.045847103,0.0026521625
97.5,0.0398138,0.03978303,0.0026897495
112.5,0.0362021,0.03517559,0.002719908
127.5,0.031924,0.03180807,0.0027414733
142.5,0.029411,0.02947182,0.0027556005
157.5,0.0291586,0.028003877,0.0027639235
172.5,0.0265909,0.027296454,0.0027677424
187.5,0.0306702,0.027296454,0.0027677424
202.5,0.0316023,0.028003883,0.0027639235
217.5,0.0289326,0.029471818,0.002755601
232.5,0.0332408,0.03180807,0.0027414735
247.5,0.0351178,0.03517559,0.0027199076
262.5,0.0414205,0.03978303,0.0026897497
277.5,0.0437087,0.04584708,0.002652163
292.5,0.0543635,0.05349236,0.0026136492
307.5,0.0607309,0.06254318,0.002588376
322.5,0.0735538,0.07220094,0.00259319
337.5,0.0790025,0.08077982,0.0026291683
352.5,0.0911518,0.08596833,0.0026661803
