phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.0565931,0.055040397,0.0028253226
22.5,0.0533899,0.053320456,0.0025424706
37.5,0.0475754,0.050307922,0.002121192
52.5,0.0428077,0.04663147,0.0017899364
67.5,0.0436765,0.042864103,0.0017250533
82.5,0.0351654,0.039391723,0.0018912916
97.5,0.0372426,0.036411162,0.0021366295
112.5,0.0325781,0.033987544,0.0023636606
127.5,0.0286249,0.03211465,0.0025397965
142.5,0.0310788,0.03075781,0.0026623881
157.5,0.028365,0.029878533,0.0027380576
172.5,0.0230425,0.02944686,0.002773854
187.5,0.0298762,0.02944686,0.002773854
202.5,0.0302076,0.029878533,0.0027380576
217.5,0.030307,0.03075781,0.0026623886
232.5,0.0292911,0.03211465,0.0025397968
247.5,0.0352422,0.03398754,0.0023636615
262.5,0.0404978,0.036411166,0.0021366293
277.5,0.0359285,0.039391723,0.0018912917
292.5,0.0400103,0.042864103,0.0017250533
307.5,0.0528176,0.04663147,0.0017899364
322.5,0.0566154,0.050307922,0.0021211917
337.5,0.0502235,0.053320456,0.0025424699
352.5,0.0571949,0.055040378,0.002825322
