phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.0332847,0.04739014,0.025640965
22.5,0.0445793,0.04354519,0.02067814
37.5,0.0422211,0.037885893,0.014189115
52.5,0.0347608,0.03236772,0.009699825
67.5,0.0290503,0.027847532,0.008561849
82.5,0.0265155,0.024418017,0.00928251
97.5,0.0238983,0.021897722,0.010246971
112.5,0.0260394,0.020074047,0.010990968
127.5,0.0156673,0.018777434,0.011496509
142.5,0.0234092,0.017889623,0.011822251
157.5,0.0169055,0.017334389,0.012016676
172.5,0.0198784,0.017067043,0.012107846
187.5,0.021089,0.017067041,0.012107845
202.5,0.0169327,0.017334389,0.012016676
217.5,0.0215385,0.017889623,0.0118222525
232.5,0.0258399,0.01877743,0.011496509
247.5,0.0182076,0.020074043,0.010990968
262.5,0.0187814,0.021897715,0.010246973
277.5,0.0273751,0.024418008,0.009282511
292.5,0.0261657,0.027847532,0.008561849
307.5,0.0237793,0.03236772,0.009699825
322.5,0.0340287,0.03788589,0.01418911
337.5,0.0428201,0.04354519,0.020678138
352.5,0.037509,0.047390144,0.02564096
