phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.0551437,0.052508034,0.0038875712
22.5,0.0526448,0.0500183,0.0033464232
37.5,0.0402506,0.045898624,0.0025928568
52.5,0.0406949,0.04125402,0.0020940735
67.5,0.0389792,0.036890373,0.0020972968
82.5,0.033627,0.033190187,0.0023869646
97.5,0.0218682,0.03023984,0.0026998455
112.5,0.0253533,0.027983844,0.0029426904
127.5,0.0273379,0.026323501,0.0031078854
142.5,0.0224325,0.025163898,0.0032111914
157.5,0.0293433,0.024431232,0.0032697853
172.5,0.0208509,0.024076844,0.0032959888
187.5,0.0160779,0.024076844,0.0032959888
202.5,0.0234486,0.024431232,0.0032697853
217.5,0.0296206,0.0251639,0.003211192
232.5,0.0248396,0.026323497,0.003107885
247.5,0.0289323,0.027983833,0.0029426897
262.5,0.0294067,0.03023984,0.0026998462
277.5,0.0354488,0.033190183,0.002386965
292.5,0.0369847,0.036890373,0.0020972968
307.5,0.0422011,0.04125402,0.0020940735
322.5,0.0531764,0.04589861,0.0025928556
337.5,0.053153,0.05001829,0.003346421
352.5,0.0436438,0.052508034,0.0038875712
